timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,barcode_id,parcel_category,destination_rack_id,destination_slot_id,parcel_mass,empty_slot_count,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage,P1_available,P2_available,P3_available,D1_available,D2_available,D3_available,actor_sample_timestamps,actor_message_ages,actor_link_validity,actor_work_states,station_sample_timestamp,camera_valid,lidar_valid
3.0188,6,30,27,4.5377,5.5895,6.9378,7.7535,180,1,"Parcel_ATD-E1-001_Electronics:-24.83:1.04:15.48",-0.0120,-0.0709,-0.0254,0.0121,-0.0150,-0.0001,-0.0104,-0.0086,-0.3674,-0.3057,-23.5485,14.9185,4.8928,-0.3365,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.940,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.019|H2:3.019|H3:3.019|H4:3.019|H5:3.019|F1:3.019|F2:3.019","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.019",True,True
3.1288,6,30,28,4.5358,5.5558,6.9608,7.7851,180,1,"Parcel_ATD-E1-001_Electronics:-24.85:1.04:15.49",-0.0474,-0.0137,0.0045,0.0225,0.0054,0.0215,-0.0122,0.0003,-0.3935,0.0092,-23.5483,14.9208,9.9697,-0.1922,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-23.000:0.050:12.000|H2:-22.300:0.050:11.000|H3:-21.600:0.050:10.000|H4:-20.900:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.000:0.000:0.000|H2:0.000:0.000:0.000|H3:0.000:0.000:0.000|H4:0.000:0.000:0.000|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-23.000:0.050:12.000","0.000:0.000:0.000","-22.300:0.050:11.000","0.000:0.000:0.000","-21.600:0.050:10.000","0.000:0.000:0.000","-20.900:0.050:9.000","0.000:0.000:0.000","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.938,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.129|H2:3.129|H3:3.129|H4:3.129|H5:3.129|F1:3.129|F2:3.129","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.129",True,True
3.2302,6,30,29,4.5422,5.5134,6.9077,7.7962,180,1,"Parcel_ATD-E1-001_Electronics:-24.84:1.03:15.51",0.0146,0.0123,0.0851,0.0124,0.0088,-0.0062,0.0028,-0.0037,0.1224,-0.1616,-23.5458,14.9331,13.1670,-0.0196,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.999:0.050:11.999|H2:-22.299:0.050:10.999|H3:-21.599:0.050:9.999|H4:-20.899:0.050:9.000|H5:-20.200:0.050:8.000","H1:0.038:0.000:-0.017|H2:0.038:0.000:-0.017|H3:0.037:0.000:-0.016|H4:0.025:0.000:-0.011|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.999:0.050:11.999","0.038:0.000:-0.017","-22.299:0.050:10.999","0.038:0.000:-0.017","-21.599:0.050:9.999","0.037:0.000:-0.016","-20.899:0.050:9.000","0.025:0.000:-0.011","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.936,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.230|H2:3.230|H3:3.230|H4:3.230|H5:3.230|F1:3.230|F2:3.230","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.230",True,True
3.3540,6,30,30,4.5523,5.5655,6.9101,7.7639,180,1,"Parcel_ATD-E1-001_Electronics:-24.80:1.01:15.50",0.0118,-0.0672,-0.0887,-0.0006,-0.0413,-0.0419,-0.0160,0.0071,-0.6014,0.2684,-23.5428,14.9451,20.5332,-0.1665,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.989:0.050:11.992|H2:-22.289:0.050:10.992|H3:-21.589:0.050:9.992|H4:-20.891:0.050:8.993|H5:-20.200:0.050:8.000","H1:0.101:0.000:-0.098|H2:0.101:0.000:-0.098|H3:0.100:0.000:-0.097|H4:0.091:0.000:-0.088|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.989:0.050:11.992","0.101:0.000:-0.098","-22.289:0.050:10.992","0.101:0.000:-0.098","-21.589:0.050:9.992","0.100:0.000:-0.097","-20.891:0.050:8.993","0.091:0.000:-0.088","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.933,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.354|H2:3.354|H3:3.354|H4:3.354|H5:3.354|F1:3.354|F2:3.354","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.354",True,True
3.4745,6,30,31,4.5462,5.5629,6.9174,7.7512,180,1,"Parcel_ATD-E1-001_Electronics:-24.77:1.07:15.47",0.0027,0.0120,-0.0398,-0.0641,0.0124,0.0313,-0.0033,-0.0075,-0.1416,-0.3204,-23.5538,14.9176,23.4430,-0.2310,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.976:0.050:11.972|H2:-22.276:0.050:10.972|H3:-21.576:0.050:9.972|H4:-20.879:0.050:8.975|H5:-20.200:0.050:8.000","H1:0.106:0.000:-0.211|H2:0.107:0.000:-0.211|H3:0.106:0.000:-0.210|H4:0.100:0.000:-0.199|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.976:0.050:11.972","0.106:0.000:-0.211","-22.276:0.050:10.972","0.107:0.000:-0.211","-21.576:0.050:9.972","0.106:0.000:-0.210","-20.879:0.050:8.975","0.100:0.000:-0.199","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.931,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.475|H2:3.475|H3:3.475|H4:3.475|H5:3.475|F1:3.475|F2:3.475","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.475",True,True
3.5939,6,30,32,4.5256,5.6086,6.9400,7.7679,180,1,"Parcel_ATD-E1-001_Electronics:-24.81:1.07:15.51",0.0708,0.0586,-0.0055,0.0011,0.0198,0.0174,0.0056,0.0075,0.2320,0.3094,-23.5550,14.9154,26.0582,0.2707,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.967:0.050:11.938|H2:-22.267:0.050:10.938|H3:-21.567:0.050:9.939|H4:-20.870:0.050:8.943|H5:-20.200:0.050:8.000","H1:0.044:0.000:-0.329|H2:0.044:0.000:-0.329|H3:0.044:0.000:-0.328|H4:0.042:0.000:-0.315|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.967:0.050:11.938","0.044:0.000:-0.329","-22.267:0.050:10.938","0.044:0.000:-0.329","-21.567:0.050:9.939","0.044:0.000:-0.328","-20.870:0.050:8.943","0.042:0.000:-0.315","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.929,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.594|H2:3.594|H3:3.594|H4:3.594|H5:3.594|F1:3.594|F2:3.594","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.594",True,True
3.6948,6,30,33,4.5615,5.5652,6.9270,7.7548,180,1,"Parcel_ATD-E1-001_Electronics:-24.84:1.07:15.53",0.0288,0.0216,0.1341,-0.0189,-0.0062,-0.0603,0.0035,0.0023,0.1359,0.0884,-23.5479,14.9307,24.4731,0.1121,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.965:0.050:11.900|H2:-22.265:0.050:10.900|H3:-21.566:0.050:9.900|H4:-20.870:0.050:8.905|H5:-20.200:0.050:8.000","H1:0.021:0.000:-0.412|H2:0.015:0.000:-0.413|H3:0.009:0.000:-0.412|H4:0.002:0.000:-0.399|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.965:0.050:11.900","0.021:0.000:-0.412","-22.265:0.050:10.900","0.015:0.000:-0.413","-21.566:0.050:9.900","0.009:0.000:-0.412","-20.870:0.050:8.905","0.002:0.000:-0.399","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.927,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.695|H2:3.695|H3:3.695|H4:3.695|H5:3.695|F1:3.695|F2:3.695","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.695",True,True
3.7993,6,30,34,4.5287,5.5505,6.9332,7.7800,180,1,"Parcel_ATD-E1-001_Electronics:-24.83:1.08:15.49",0.0880,-0.0407,-0.0285,0.0032,-0.0021,-0.0152,0.0042,-0.0045,0.1732,-0.1851,-23.5468,14.9334,23.1212,-0.0059,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.962:0.050:11.851|H2:-22.263:0.050:10.851|H3:-21.565:0.050:9.852|H4:-20.869:0.050:8.858|H5:-20.200:0.050:8.000","H1:0.025:0.000:-0.496|H2:0.018:0.000:-0.496|H3:0.010:0.000:-0.495|H4:0.002:0.000:-0.482|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.962:0.050:11.851","0.025:0.000:-0.496","-22.263:0.050:10.851","0.018:0.000:-0.496","-21.565:0.050:9.852","0.010:0.000:-0.495","-20.869:0.050:8.858","0.002:0.000:-0.482","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.924,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.799|H2:3.799|H3:3.799|H4:3.799|H5:3.799|F1:3.799|F2:3.799","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.799",True,True
3.9067,6,30,35,4.5438,5.5640,6.9255,7.7846,180,1,"Parcel_ATD-E1-001_Electronics:-24.81:1.10:15.49",-0.0233,-0.0648,0.0549,0.0060,0.0084,0.0037,-0.0035,-0.0079,-0.1164,-0.2641,-23.5518,14.9175,16.4431,-0.1903,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.959:0.050:11.792|H2:-22.261:0.050:10.792|H3:-21.563:0.050:9.793|H4:-20.869:0.050:8.801|H5:-20.200:0.050:8.000","H1:0.029:0.000:-0.582|H2:0.021:0.000:-0.582|H3:0.012:0.000:-0.581|H4:0.002:0.000:-0.568|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.959:0.050:11.792","0.029:0.000:-0.582","-22.261:0.050:10.792","0.021:0.000:-0.582","-21.563:0.050:9.793","0.012:0.000:-0.581","-20.869:0.050:8.801","0.002:0.000:-0.568","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.922,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:3.907|H2:3.907|H3:3.907|H4:3.907|H5:3.907|F1:3.907|F2:3.907","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","3.907",True,True
4.0334,6,30,36,4.5164,5.5485,6.9194,7.7897,180,1,"Parcel_ATD-E1-001_Electronics:-24.83:1.07:15.48",-0.0929,-0.0413,-0.0124,0.0160,0.0068,0.0003,0.0176,-0.0108,0.5263,-0.3213,-23.5442,14.9467,10.6926,0.1025,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.955:0.050:11.711|H2:-22.258:0.050:10.711|H3:-21.562:0.050:9.711|H4:-20.869:0.050:8.721|H5:-20.200:0.050:8.000","H1:0.033:0.000:-0.655|H2:0.024:0.000:-0.656|H3:0.014:0.000:-0.682|H4:0.003:0.000:-0.656|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.955:0.050:11.711","0.033:0.000:-0.655","-22.258:0.050:10.711","0.024:0.000:-0.656","-21.562:0.050:9.711","0.014:0.000:-0.682","-20.869:0.050:8.721","0.003:0.000:-0.656","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.920,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:4.033|H2:4.033|H3:4.033|H4:4.033|H5:4.033|F1:4.033|F2:4.033","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","4.033",True,True
4.1477,6,30,37,4.5663,5.5954,6.9375,7.7707,180,1,"Parcel_ATD-E1-001_Electronics:-24.79:1.05:15.52",0.0199,-0.0040,0.0748,-0.0289,0.0000,-0.0004,-0.0072,0.0099,-0.2663,0.3643,-23.5431,14.9521,10.1763,0.0490,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.951:0.050:11.636|H2:-22.255:0.050:10.636|H3:-21.560:0.050:9.626|H4:-20.869:0.050:8.646|H5:-20.200:0.050:8.000","H1:0.033:0.000:-0.655|H2:0.024:0.000:-0.656|H3:0.016:0.000:-0.774|H4:0.003:0.000:-0.656|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.951:0.050:11.636","0.033:0.000:-0.655","-22.255:0.050:10.636","0.024:0.000:-0.656","-21.560:0.050:9.626","0.016:0.000:-0.774","-20.869:0.050:8.646","0.003:0.000:-0.656","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.918,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:4.148|H2:4.148|H3:4.148|H4:4.148|H5:4.148|F1:4.148|F2:4.148","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","4.148",True,True
4.2650,6,30,38,4.5409,5.5796,6.8916,7.8086,180,1,"Parcel_ATD-E1-001_Electronics:-24.80:1.09:15.52",-0.0025,0.0123,-0.0765,-0.0134,0.0272,0.0104,-0.0043,0.0024,-0.1523,0.0833,-23.5422,14.9566,11.0779,-0.0345,False,False,"Parcel_1","-24.806:1.050:15.504","P3","D1-Electronics","ATD-E1-001","Electronics","UNASSIGNED","UNASSIGNED",3.000,4,False,False,False,True,True,True,"H1:-22.948:0.050:11.560|H2:-22.253:0.050:10.559|H3:-21.558:0.050:9.533|H4:-20.868:0.050:8.569|H5:-20.200:0.050:8.000","H1:0.033:0.000:-0.655|H2:0.024:0.000:-0.656|H3:0.017:0.000:-0.800|H4:0.003:0.000:-0.656|H5:0.000:0.000:0.000","F1:-19.500:0.050:7.000|F2:-18.800:0.050:6.000","F1:0.000:0.000:0.000|F2:0.000:0.000:0.000","-22.948:0.050:11.560","0.033:0.000:-0.655","-22.253:0.050:10.559","0.024:0.000:-0.656","-21.558:0.050:9.533","0.017:0.000:-0.800","-20.868:0.050:8.569","0.003:0.000:-0.656","-20.200:0.050:8.000","0.000:0.000:0.000","-19.500:0.050:7.000","0.000:0.000:0.000","-18.800:0.050:6.000","0.000:0.000:0.000",99.915,"Nominal",0.000,1,"Pick:Pick",True,True,True,True,True,True,"H1:4.265|H2:4.265|H3:4.265|H4:4.265|H5:4.265|F1:4.265|F2:4.265","H1:0.000|H2:0.000|H3:0.000|H4:0.000|H5:0.000|F1:0.000|F2:0.000","H1:VALID|H2:VALID|H3:VALID|H4:VALID|H5:VALID|F1:VALID|F2:VALID","H1:H1 rack picking and carton handoff:Transport to work bay:load=True:handoffs=0|H2:H2 cross-aisle carton transfer:Transport to work bay:load=True:handoffs=0|H3:H3 station scan and dispatch verification:Transport to work bay:load=False:handoffs=0|H4:H4 trolley supply transfer:Transport to work bay:load=True:handoffs=0|H5:H5 rack inspection and replenishment:Yield to occupied route:load=False:handoffs=0|F1:F1 inbound pallet replenishment:Yield to occupied route:load=True:handoffs=0|F2:F2 outbound pallet dispatch:Yield to occupied route:load=True:handoffs=0","4.265",True,True
