timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
4.9640,4,4,48,4.1056,9.9458,9.9810,4.2157,180,7,"Human(Clone):-4.17:-0.01:-9.52|Human(Clone):-8.39:-0.02:-6.02|Parcel_1_R1_to_PD1:-10.14:1.15:-13.49|Human(Clone):4.17:0.02:9.52|Human(Clone):8.40:0.01:6.02|Forklift(Clone):0.03:-0.02:-7.09|MovableObstacle(Clone):0.02:0.00:4.53",0.0101,-0.0721,-0.0258,0.0020,0.0063,-0.0191,0.0300,0.0477,1.4788,2.3484,-18.5222,-14.7258,148.4754,1.9136,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-6.030|H2:-4.200:0.000:-9.530|H3:-22.000:0.000:-2.030|H4:4.200:0.000:9.530|H5:8.400:0.000:6.030","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-7.049|F2:20.000:0.000:-1.549","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.030","0.000:0.000:0.800","-4.200:0.000:-9.530","0.000:0.000:0.800","-22.000:0.000:-2.030","0.000:0.000:0.800","4.200:0.000:9.530","0.000:0.000:-0.800","8.400:0.000:6.030","0.000:0.000:-0.800","0.000:0.000:-7.049","0.000:0.000:1.300","20.000:0.000:-1.549","0.000:0.000:1.300",99.900,"Nominal",0.000,1,"NavigateToSource:Forward"
5.0660,4,4,49,4.0763,10.0000,10.0000,4.1743,180,7,"Human(Clone):-4.18:0.01:-9.51|Human(Clone):-8.43:0.02:-5.97|Parcel_1_R1_to_PD1:-10.11:1.16:-13.50|Human(Clone):4.22:0.04:9.47|Human(Clone):8.44:0.02:6.00|Forklift(Clone):0.00:0.05:-7.00|MovableObstacle(Clone):0.00:0.01:4.49",0.0566,-0.1627,-0.0605,-0.0093,0.0196,0.0239,0.0364,0.0262,1.6881,1.2129,-18.4358,-14.8643,147.0966,1.4505,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.949|H2:-4.200:0.000:-9.449|H3:-22.000:0.000:-1.949|H4:4.200:0.000:9.449|H5:8.400:0.000:5.949","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.917|F2:20.000:0.000:-1.417","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.949","0.000:0.000:0.800","-4.200:0.000:-9.449","0.000:0.000:0.800","-22.000:0.000:-1.949","0.000:0.000:0.800","4.200:0.000:9.449","0.000:0.000:-0.800","8.400:0.000:5.949","0.000:0.000:-0.800","0.000:0.000:-6.917","0.000:0.000:1.300","20.000:0.000:-1.417","0.000:0.000:1.300",99.898,"Nominal",0.000,1,"NavigateToSource:Forward"
5.1679,4,4,50,4.0326,9.9888,9.9998,4.1403,180,7,"Human(Clone):-4.20:-0.02:-9.40|Human(Clone):-8.38:0.03:-5.91|Parcel_1_R1_to_PD1:-10.16:1.13:-13.48|Human(Clone):4.18:-0.02:9.41|Human(Clone):8.40:-0.04:5.91|Forklift(Clone):0.01:-0.02:-6.85|MovableObstacle(Clone):0.01:0.03:4.52",-0.0033,0.0139,0.0307,-0.0051,-0.0294,-0.0381,0.0364,0.0384,1.8116,1.9076,-18.3380,-14.9953,142.0433,1.8596,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.867|H2:-4.200:0.000:-9.367|H3:-22.000:0.000:-1.867|H4:4.200:0.000:9.367|H5:8.400:0.000:5.867","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.784|F2:20.000:0.000:-1.284","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.867","0.000:0.000:0.800","-4.200:0.000:-9.367","0.000:0.000:0.800","-22.000:0.000:-1.867","0.000:0.000:0.800","4.200:0.000:9.367","0.000:0.000:-0.800","8.400:0.000:5.867","0.000:0.000:-0.800","0.000:0.000:-6.784","0.000:0.000:1.300","20.000:0.000:-1.284","0.000:0.000:1.300",99.896,"Nominal",0.000,1,"NavigateToSource:Forward"
5.2682,4,4,51,3.9927,10.0000,10.0000,4.1175,180,7,"Human(Clone):-4.17:0.00:-9.36|Human(Clone):-8.40:0.05:-5.84|Parcel_1_R1_to_PD1:-10.17:1.11:-13.52|Human(Clone):4.19:-0.01:9.30|Human(Clone):8.41:0.04:5.83|Forklift(Clone):-0.04:0.02:-6.73|MovableObstacle(Clone):-0.02:0.04:4.50",-0.0307,0.0480,-0.0668,-0.0165,0.0092,-0.0168,0.0320,0.0398,1.5422,1.9164,-18.2486,-15.1151,142.2695,1.7293,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.787|H2:-4.200:0.000:-9.287|H3:-22.000:0.000:-1.787|H4:4.200:0.000:9.287|H5:8.400:0.000:5.787","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.654|F2:20.000:0.000:-1.154","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.787","0.000:0.000:0.800","-4.200:0.000:-9.287","0.000:0.000:0.800","-22.000:0.000:-1.787","0.000:0.000:0.800","4.200:0.000:9.287","0.000:0.000:-0.800","8.400:0.000:5.787","0.000:0.000:-0.800","0.000:0.000:-6.654","0.000:0.000:1.300","20.000:0.000:-1.154","0.000:0.000:1.300",99.894,"Nominal",0.000,1,"NavigateToSource:Forward"
5.3697,4,4,52,3.9660,9.9925,9.9965,4.0715,180,7,"Human(Clone):-4.19:-0.02:-9.26|Human(Clone):-8.37:-0.01:-5.74|Parcel_1_R1_to_PD1:-10.14:1.16:-13.54|Human(Clone):4.20:-0.04:9.21|Human(Clone):8.42:0.01:5.70|Forklift(Clone):0.03:0.01:-6.58|MovableObstacle(Clone):0.00:-0.03:4.47",-0.0238,-0.0301,-0.0011,0.0013,-0.0129,0.0093,0.0433,0.0287,1.9702,1.3045,-18.1445,-15.2401,139.6712,1.6373,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.706|H2:-4.200:0.000:-9.206|H3:-22.000:0.000:-1.706|H4:4.200:0.000:9.206|H5:8.400:0.000:5.706","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.522|F2:20.000:0.000:-1.022","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.706","0.000:0.000:0.800","-4.200:0.000:-9.206","0.000:0.000:0.800","-22.000:0.000:-1.706","0.000:0.000:0.800","4.200:0.000:9.206","0.000:0.000:-0.800","8.400:0.000:5.706","0.000:0.000:-0.800","0.000:0.000:-6.522","0.000:0.000:1.300","20.000:0.000:-1.022","0.000:0.000:1.300",99.892,"Nominal",0.000,1,"NavigateToSource:Forward"
5.4714,4,4,53,3.9246,9.9816,10.0000,4.0555,180,7,"Human(Clone):-4.19:0.00:-9.21|Human(Clone):-8.40:0.03:-5.66|Parcel_1_R1_to_PD1:-10.13:1.18:-13.47|Human(Clone):4.22:0.04:9.17|Human(Clone):8.41:-0.03:5.67|Forklift(Clone):0.02:0.01:-6.49|MovableObstacle(Clone):0.04:0.01:4.50",-0.0838,0.0252,0.0310,-0.0060,0.0067,-0.0322,0.0149,0.0276,0.7194,1.3348,-18.0533,-15.3369,139.2049,1.0271,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.625|H2:-4.200:0.000:-9.125|H3:-22.000:0.000:-1.625|H4:4.200:0.000:9.125|H5:8.400:0.000:5.625","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.390|F2:20.000:0.000:-0.890","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.625","0.000:0.000:0.800","-4.200:0.000:-9.125","0.000:0.000:0.800","-22.000:0.000:-1.625","0.000:0.000:0.800","4.200:0.000:9.125","0.000:0.000:-0.800","8.400:0.000:5.625","0.000:0.000:-0.800","0.000:0.000:-6.390","0.000:0.000:1.300","20.000:0.000:-0.890","0.000:0.000:1.300",99.890,"Nominal",0.000,1,"NavigateToSource:Forward"
5.5726,4,4,54,3.8994,9.9956,10.0000,4.0130,180,7,"Human(Clone):-4.19:0.00:-9.08|Human(Clone):-8.39:0.02:-5.60|Parcel_1_R1_to_PD1:-10.16:1.12:-13.49|Human(Clone):4.19:0.00:9.10|Human(Clone):8.38:-0.03:5.56|Forklift(Clone):0.00:0.03:-6.30|MovableObstacle(Clone):-0.03:-0.01:4.48",-0.0322,0.0457,-0.0109,-0.0026,-0.0280,-0.0202,0.0591,0.0286,2.6985,1.3050,-17.9233,-15.4673,130.3361,2.0017,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.544|H2:-4.200:0.000:-9.044|H3:-22.000:0.000:-1.544|H4:4.200:0.000:9.044|H5:8.400:0.000:5.544","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.258|F2:20.000:0.000:-0.758","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.544","0.000:0.000:0.800","-4.200:0.000:-9.044","0.000:0.000:0.800","-22.000:0.000:-1.544","0.000:0.000:0.800","4.200:0.000:9.044","0.000:0.000:-0.800","8.400:0.000:5.544","0.000:0.000:-0.800","0.000:0.000:-6.258","0.000:0.000:1.300","20.000:0.000:-0.758","0.000:0.000:1.300",99.888,"Nominal",0.000,1,"NavigateToSource:Forward"
5.6745,4,4,55,3.8563,10.0000,10.0000,3.9458,180,7,"Human(Clone):-4.19:-0.01:-9.02|Human(Clone):-8.37:-0.01:-5.50|Parcel_1_R1_to_PD1:-10.12:1.12:-13.51|Human(Clone):4.18:0.03:9.02|Human(Clone):8.43:0.00:5.54|Forklift(Clone):-0.04:0.02:-6.20|MovableObstacle(Clone):-0.02:0.01:4.48",0.0278,0.0210,0.0071,0.0104,0.0148,-0.0072,0.0330,0.0462,1.5347,2.1486,-17.7976,-15.5757,132.1663,1.8416,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.462|H2:-4.200:0.000:-8.962|H3:-22.000:0.000:-1.462|H4:4.200:0.000:8.962|H5:8.400:0.000:5.462","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-6.126|F2:20.000:0.000:-0.626","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.462","0.000:0.000:0.800","-4.200:0.000:-8.962","0.000:0.000:0.800","-22.000:0.000:-1.462","0.000:0.000:0.800","4.200:0.000:8.962","0.000:0.000:-0.800","8.400:0.000:5.462","0.000:0.000:-0.800","0.000:0.000:-6.126","0.000:0.000:1.300","20.000:0.000:-0.626","0.000:0.000:1.300",99.886,"Nominal",0.000,1,"NavigateToSource:Forward"
5.7774,4,4,56,3.8126,9.9983,9.9938,3.9347,180,6,"Human(Clone):-4.20:0.01:-8.93|Parcel_1_R1_to_PD1:-10.17:1.15:-13.54|Human(Clone):4.22:-0.01:8.91|Human(Clone):8.39:0.01:5.43|Forklift(Clone):-0.01:-0.01:-6.05|MovableObstacle(Clone):0.01:0.01:4.48",0.0437,-0.0939,-0.0407,0.0015,-0.0207,-0.0155,0.0440,0.0626,2.1591,3.0677,-17.6392,-15.6950,128.0267,2.6134,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.380|H2:-4.200:0.000:-8.880|H3:-22.000:0.000:-1.380|H4:4.200:0.000:8.880|H5:8.400:0.000:5.380","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-5.992|F2:20.000:0.000:-0.492","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.380","0.000:0.000:0.800","-4.200:0.000:-8.880","0.000:0.000:0.800","-22.000:0.000:-1.380","0.000:0.000:0.800","4.200:0.000:8.880","0.000:0.000:-0.800","8.400:0.000:5.380","0.000:0.000:-0.800","0.000:0.000:-5.992","0.000:0.000:1.300","20.000:0.000:-0.492","0.000:0.000:1.300",99.884,"Nominal",0.000,1,"NavigateToSource:Forward"
5.8813,4,4,57,3.7842,9.9831,10.0000,3.9255,180,6,"Human(Clone):-4.22:-0.01:-8.80|Parcel_1_R1_to_PD1:-10.11:1.15:-13.51|Human(Clone):4.18:-0.01:8.85|Human(Clone):8.39:0.02:5.35|Forklift(Clone):0.03:-0.02:-5.90|MovableObstacle(Clone):0.00:0.02:4.51",0.1232,-0.0711,-0.1393,0.0317,-0.0286,0.0086,0.0380,0.0476,1.7909,2.2460,-17.4856,-15.8090,126.7170,2.0184,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.297|H2:-4.200:0.000:-8.797|H3:-22.000:0.000:-1.297|H4:4.200:0.000:8.797|H5:8.400:0.000:5.297","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-5.857|F2:20.000:0.000:-0.357","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.297","0.000:0.000:0.800","-4.200:0.000:-8.797","0.000:0.000:0.800","-22.000:0.000:-1.297","0.000:0.000:0.800","4.200:0.000:8.797","0.000:0.000:-0.800","8.400:0.000:5.297","0.000:0.000:-0.800","0.000:0.000:-5.857","0.000:0.000:1.300","20.000:0.000:-0.357","0.000:0.000:1.300",99.882,"Nominal",0.000,1,"NavigateToSource:Forward"
5.9815,4,4,58,3.7371,9.8160,10.0000,3.8677,180,6,"Human(Clone):-4.17:-0.03:-8.74|Parcel_1_R1_to_PD1:-10.18:1.18:-13.49|Human(Clone):4.22:0.03:8.74|Human(Clone):8.44:0.01:5.23|Forklift(Clone):-0.04:0.01:-5.77|MovableObstacle(Clone):0.03:0.02:4.49",0.0083,0.0315,-0.0200,0.0395,0.0155,0.0240,0.0248,0.0152,1.0644,0.6515,-17.3911,-15.8782,125.3231,0.8580,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.216|H2:-4.200:0.000:-8.716|H3:-22.000:0.000:-1.216|H4:4.200:0.000:8.716|H5:8.400:0.000:5.216","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-5.727|F2:20.000:0.000:-0.227","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.216","0.000:0.000:0.800","-4.200:0.000:-8.716","0.000:0.000:0.800","-22.000:0.000:-1.216","0.000:0.000:0.800","4.200:0.000:8.716","0.000:0.000:-0.800","8.400:0.000:5.216","0.000:0.000:-0.800","0.000:0.000:-5.727","0.000:0.000:1.300","20.000:0.000:-0.227","0.000:0.000:1.300",99.880,"Nominal",0.000,1,"NavigateToSource:Forward"
6.0826,4,4,59,3.6964,9.6689,10.0000,3.8222,180,5,"Human(Clone):-4.23:0.03:-8.66|Parcel_1_R1_to_PD1:-10.17:1.18:-13.48|Human(Clone):4.18:0.00:8.72|Human(Clone):8.36:-0.01:5.17|Forklift(Clone):0.02:0.03:-5.66",0.0383,-0.0266,0.0365,0.0216,0.0034,-0.0227,0.0224,0.0434,1.1096,2.1480,-17.2531,-15.9599,122.6004,1.6288,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-5.136|H2:-4.200:0.000:-8.636|H3:-22.000:0.000:-1.136|H4:4.200:0.000:8.636|H5:8.400:0.000:5.136","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-5.595|F2:20.000:0.000:-0.095","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.136","0.000:0.000:0.800","-4.200:0.000:-8.636","0.000:0.000:0.800","-22.000:0.000:-1.136","0.000:0.000:0.800","4.200:0.000:8.636","0.000:0.000:-0.800","8.400:0.000:5.136","0.000:0.000:-0.800","0.000:0.000:-5.595","0.000:0.000:1.300","20.000:0.000:-0.095","0.000:0.000:1.300",99.878,"Nominal",0.000,1,"NavigateToSource:Forward"
6.1832,4,4,60,3.6505,9.5547,9.9824,3.7983,180,5,"Human(Clone):-4.19:0.01:-8.59|Parcel_1_R1_to_PD1:-10.16:1.20:-13.49|Human(Clone):4.22:0.00:8.59|Human(Clone):8.41:-0.01:5.04|Forklift(Clone):0.02:-0.03:-5.52",-0.0536,0.0477,0.1084,0.0053,0.0304,-0.0286,0.0441,0.0257,2.1139,1.2335,-17.1363,-16.0447,124.5405,1.6737,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.055|H2:-4.200:0.000:-8.555|H3:-22.000:0.000:-1.055|H4:4.200:0.000:8.555|H5:8.400:0.000:5.055","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-5.465|F2:20.000:0.000:0.035","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.055","0.000:0.000:0.800","-4.200:0.000:-8.555","0.000:0.000:0.800","-22.000:0.000:-1.055","0.000:0.000:0.800","4.200:0.000:8.555","0.000:0.000:-0.800","8.400:0.000:5.055","0.000:0.000:-0.800","0.000:0.000:-5.465","0.000:0.000:1.300","20.000:0.000:0.035","0.000:0.000:1.300",99.876,"Nominal",0.000,1,"NavigateToSource:Forward"
6.2847,4,4,61,3.6376,9.3618,10.0000,3.7602,180,5,"Human(Clone):-4.24:0.00:-8.50|Parcel_1_R1_to_PD1:-10.13:1.19:-13.52|Human(Clone):4.19:0.03:8.53|Human(Clone):8.45:0.01:5.00|Forklift(Clone):-0.03:-0.01:-5.38",-0.0545,0.0310,-0.0359,-0.0049,0.0200,-0.0130,0.0363,0.0359,1.6289,1.6125,-16.9977,-16.1370,122.8762,1.6207,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.974|H2:-4.200:0.000:-8.474|H3:-22.000:0.000:-0.974|H4:4.200:0.000:8.474|H5:8.400:0.000:4.974","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-5.333|F2:20.000:0.000:0.167","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.974","0.000:0.000:0.800","-4.200:0.000:-8.474","0.000:0.000:0.800","-22.000:0.000:-0.974","0.000:0.000:0.800","4.200:0.000:8.474","0.000:0.000:-0.800","8.400:0.000:4.974","0.000:0.000:-0.800","0.000:0.000:-5.333","0.000:0.000:1.300","20.000:0.000:0.167","0.000:0.000:1.300",99.873,"Nominal",0.000,1,"NavigateToSource:Forward"
6.3852,4,4,62,3.5046,9.1985,10.0000,3.7237,180,5,"Human(Clone):-4.16:0.00:-8.38|Parcel_1_R1_to_PD1:-10.11:1.15:-13.48|Human(Clone):4.22:0.01:8.43|Human(Clone):8.36:0.02:4.91|Forklift(Clone):-0.03:0.00:-5.24",-0.1235,0.0359,-0.0288,-0.0184,-0.0077,0.0236,0.0309,0.0245,1.4371,1.1409,-16.8573,-16.2366,126.7279,1.2890,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.893|H2:-4.200:0.000:-8.393|H3:-22.000:0.000:-0.893|H4:4.200:0.000:8.393|H5:8.400:0.000:4.893","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-5.202|F2:20.000:0.000:0.298","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.893","0.000:0.000:0.800","-4.200:0.000:-8.393","0.000:0.000:0.800","-22.000:0.000:-0.893","0.000:0.000:0.800","4.200:0.000:8.393","0.000:0.000:-0.800","8.400:0.000:4.893","0.000:0.000:-0.800","0.000:0.000:-5.202","0.000:0.000:1.300","20.000:0.000:0.298","0.000:0.000:1.300",99.871,"Nominal",0.000,1,"NavigateToSource:Forward"
6.4857,4,4,63,3.3716,9.0878,10.0000,3.7217,180,5,"Human(Clone):-4.18:0.01:-8.36|Parcel_1_R1_to_PD1:-10.15:1.18:-13.46|Human(Clone):4.22:-0.02:8.36|Human(Clone):8.42:-0.01:4.85|Forklift(Clone):-0.01:0.04:-5.14",-0.0227,0.0613,0.0607,-0.0040,-0.0151,0.0418,0.0345,0.0328,1.6326,1.5502,-16.7791,-16.3036,131.8683,1.5914,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.813|H2:-4.200:0.000:-8.313|H3:-22.000:0.000:-0.813|H4:4.200:0.000:8.313|H5:8.400:0.000:4.813","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-5.071|F2:20.000:0.000:0.429","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.813","0.000:0.000:0.800","-4.200:0.000:-8.313","0.000:0.000:0.800","-22.000:0.000:-0.813","0.000:0.000:0.800","4.200:0.000:8.313","0.000:0.000:-0.800","8.400:0.000:4.813","0.000:0.000:-0.800","0.000:0.000:-5.071","0.000:0.000:1.300","20.000:0.000:0.429","0.000:0.000:1.300",99.869,"Nominal",0.000,1,"NavigateToSource:Forward"
6.5871,4,4,64,3.2253,8.9125,9.9825,3.6503,180,5,"Human(Clone):-4.23:0.00:-8.23|Parcel_1_R1_to_PD1:-10.18:1.12:-13.49|Human(Clone):4.18:0.04:8.24|Human(Clone):8.41:0.03:4.75|Forklift(Clone):-0.02:-0.03:-4.94",-0.0192,-0.1193,0.0021,0.0119,-0.0266,0.0209,0.0384,0.0283,1.8309,1.3477,-16.6418,-16.4501,136.7554,1.5893,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.732|H2:-4.200:0.000:-8.232|H3:-22.000:0.000:-0.732|H4:4.200:0.000:8.232|H5:8.400:0.000:4.732","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-4.939|F2:20.000:0.000:0.561","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.732","0.000:0.000:0.800","-4.200:0.000:-8.232","0.000:0.000:0.800","-22.000:0.000:-0.732","0.000:0.000:0.800","4.200:0.000:8.232","0.000:0.000:-0.800","8.400:0.000:4.732","0.000:0.000:-0.800","0.000:0.000:-4.939","0.000:0.000:1.300","20.000:0.000:0.561","0.000:0.000:1.300",99.867,"Nominal",0.000,1,"NavigateToSource:Forward"
6.6875,4,4,65,3.0596,8.7453,9.9899,3.6045,180,5,"Human(Clone):-4.19:0.02:-8.20|Parcel_1_R1_to_PD1:-10.16:1.14:-13.49|Human(Clone):4.22:0.03:8.19|Human(Clone):8.40:0.01:4.73|Forklift(Clone):-0.01:-0.02:-4.89",0.0360,0.0016,0.0267,0.0048,-0.0047,0.0097,0.0405,0.0254,1.8908,1.1869,-16.5003,-16.5746,129.9932,1.5389,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.652|H2:-4.200:0.000:-8.152|H3:-22.000:0.000:-0.652|H4:4.200:0.000:8.152|H5:8.400:0.000:4.652","H1:0.000:0.000:0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-4.809|F2:20.000:0.000:0.691","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.652","0.000:0.000:0.800","-4.200:0.000:-8.152","0.000:0.000:0.800","-22.000:0.000:-0.652","0.000:0.000:0.800","4.200:0.000:8.152","0.000:0.000:-0.800","8.400:0.000:4.652","0.000:0.000:-0.800","0.000:0.000:-4.809","0.000:0.000:1.300","20.000:0.000:0.691","0.000:0.000:1.300",99.865,"Nominal",0.000,1,"NavigateToSource:Forward"
