timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
6.7878,4,4,66,2.9184,8.6102,10.0000,3.6001,180,5,"Human(Clone):-4.21:0.01:-8.04|Parcel_1_R1_to_PD1:-10.13:1.14:-13.54|Human(Clone):4.21:0.02:8.11|Human(Clone):8.37:0.01:4.58|Forklift(Clone):-0.03:-0.01:-4.67",-0.0363,-0.0237,0.0802,-0.0047,0.0050,-0.0327,0.0480,0.0265,2.3067,1.2745,-16.3906,-16.6519,121.1340,1.7906,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.723|H2:-4.200:0.000:-8.071|H3:-22.000:0.000:-0.571|H4:4.200:0.000:8.071|H5:8.400:0.000:4.571","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-4.679|F2:20.000:0.000:0.821","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.723","0.000:0.000:-0.800","-4.200:0.000:-8.071","0.000:0.000:0.800","-22.000:0.000:-0.571","0.000:0.000:0.800","4.200:0.000:8.071","0.000:0.000:-0.800","8.400:0.000:4.571","0.000:0.000:-0.800","0.000:0.000:-4.679","0.000:0.000:1.300","20.000:0.000:0.821","0.000:0.000:1.300",99.863,"Nominal",0.000,1,"NavigateToSource:Forward"
6.8890,4,4,67,2.7621,8.4214,10.0000,3.5641,180,5,"Human(Clone):-4.21:-0.01:-8.05|Parcel_1_R1_to_PD1:-10.17:1.15:-13.50|Human(Clone):4.16:0.01:8.04|Human(Clone):8.43:0.01:4.51|Forklift(Clone):0.04:-0.02:-4.62",-0.0195,0.0176,-0.0275,0.0031,0.0099,0.0037,0.0191,0.0279,0.8876,1.2963,-16.2853,-16.7223,125.1920,1.0919,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.804|H2:-4.200:0.000:-7.990|H3:-22.000:0.000:-0.490|H4:4.200:0.000:7.990|H5:8.400:0.000:4.490","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-4.547|F2:20.000:0.000:0.953","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.804","0.000:0.000:-0.800","-4.200:0.000:-7.990","0.000:0.000:0.800","-22.000:0.000:-0.490","0.000:0.000:0.800","4.200:0.000:7.990","0.000:0.000:-0.800","8.400:0.000:4.490","0.000:0.000:-0.800","0.000:0.000:-4.547","0.000:0.000:1.300","20.000:0.000:0.953","0.000:0.000:1.300",99.861,"Nominal",0.000,1,"NavigateToSource:Forward"
6.9917,4,4,68,2.6087,8.2894,10.0000,3.4986,180,5,"Human(Clone):-4.20:0.04:-7.93|Parcel_1_R1_to_PD1:-10.18:1.13:-13.53|Human(Clone):4.19:0.02:7.89|Human(Clone):8.37:0.00:4.43|Forklift(Clone):-0.01:-0.05:-4.43",-0.0227,0.0919,0.0030,-0.0058,-0.0050,0.0139,0.0455,0.0318,2.1849,1.5244,-16.1447,-16.8136,120.7293,1.8546,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.886|H2:-4.200:0.000:-7.908|H3:-22.000:0.000:-0.408|H4:4.200:0.000:7.908|H5:8.400:0.000:4.408","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-4.413|F2:20.000:0.000:1.087","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.886","0.000:0.000:-0.800","-4.200:0.000:-7.908","0.000:0.000:0.800","-22.000:0.000:-0.408","0.000:0.000:0.800","4.200:0.000:7.908","0.000:0.000:-0.800","8.400:0.000:4.408","0.000:0.000:-0.800","0.000:0.000:-4.413","0.000:0.000:1.300","20.000:0.000:1.087","0.000:0.000:1.300",99.859,"Nominal",0.000,1,"NavigateToSource:Forward"
7.0930,4,4,69,2.4741,8.1606,10.0000,3.4978,180,5,"Human(Clone):-4.19:0.00:-7.82|Parcel_1_R1_to_PD1:-10.15:1.19:-13.48|Human(Clone):4.22:0.02:7.86|Human(Clone):8.43:0.02:4.35|Forklift(Clone):0.01:0.04:-4.36",-0.0336,0.0262,0.0815,-0.0145,-0.0307,-0.0024,0.0217,0.0419,1.0568,2.0449,-15.9865,-16.9087,125.3361,1.5508,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-4.967|H2:-4.200:0.000:-7.827|H3:-22.000:0.000:-0.327|H4:4.200:0.000:7.827|H5:8.400:0.000:4.327","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-4.282|F2:20.000:0.000:1.218","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-4.967","0.000:0.000:-0.800","-4.200:0.000:-7.827","0.000:0.000:0.800","-22.000:0.000:-0.327","0.000:0.000:0.800","4.200:0.000:7.827","0.000:0.000:-0.800","8.400:0.000:4.327","0.000:0.000:-0.800","0.000:0.000:-4.282","0.000:0.000:1.300","20.000:0.000:1.218","0.000:0.000:1.300",99.857,"Nominal",0.000,1,"NavigateToSource:Forward"
7.1934,4,4,70,2.3334,7.9911,9.9821,3.4439,180,4,"Human(Clone):-4.19:0.04:-7.82|Parcel_1_R1_to_PD1:-10.19:1.17:-13.50|Human(Clone):8.43:0.01:4.30|Forklift(Clone):-0.04:0.02:-4.24",0.0214,-0.0508,-0.0090,-0.0008,0.0092,0.0245,0.0474,0.0342,2.0634,1.4883,-15.8656,-16.9958,124.0514,1.7759,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.047|H2:-4.200:0.000:-7.747|H3:-22.000:0.000:-0.247|H4:4.200:0.000:7.747|H5:8.400:0.000:4.247","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-4.151|F2:20.000:0.000:1.349","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.047","0.000:0.000:-0.800","-4.200:0.000:-7.747","0.000:0.000:0.800","-22.000:0.000:-0.247","0.000:0.000:0.800","4.200:0.000:7.747","0.000:0.000:-0.800","8.400:0.000:4.247","0.000:0.000:-0.800","0.000:0.000:-4.151","0.000:0.000:1.300","20.000:0.000:1.349","0.000:0.000:1.300",99.855,"Nominal",0.000,1,"NavigateToSource:Forward"
7.2965,4,4,71,2.1749,7.8048,9.3010,3.3870,180,4,"Human(Clone):-4.18:-0.02:-7.72|Parcel_1_R1_to_PD1:-10.13:1.14:-13.48|Human(Clone):8.39:-0.04:4.20|Forklift(Clone):-0.01:-0.04:-4.06",-0.0310,0.0306,-0.0142,-0.0321,0.0080,-0.0158,0.0360,0.0418,1.7026,1.9737,-15.7553,-17.0837,130.4644,1.8381,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.130|H2:-4.200:0.000:-7.664|H3:-22.000:0.000:-0.164|H4:4.200:0.000:7.664|H5:8.400:0.000:4.164","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-4.017|F2:20.000:0.000:1.483","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.130","0.000:0.000:-0.800","-4.200:0.000:-7.664","0.000:0.000:0.800","-22.000:0.000:-0.164","0.000:0.000:0.800","4.200:0.000:7.664","0.000:0.000:-0.800","8.400:0.000:4.164","0.000:0.000:-0.800","0.000:0.000:-4.017","0.000:0.000:1.300","20.000:0.000:1.483","0.000:0.000:1.300",99.853,"Nominal",0.000,1,"NavigateToSource:Forward"
7.3992,4,4,72,2.0233,7.6923,9.3371,3.3524,180,4,"Human(Clone):-4.20:0.03:-7.62|Parcel_1_R1_to_PD1:-10.15:1.11:-13.49|Human(Clone):8.41:0.00:4.17|Forklift(Clone):0.03:0.02:-3.96",-0.0107,-0.0247,-0.0359,0.0005,0.0273,-0.0028,0.0325,0.0259,1.5153,1.2093,-15.6568,-17.1749,133.0008,1.3623,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.212|H2:-4.200:0.000:-7.582|H3:-22.000:0.000:-0.082|H4:4.200:0.000:7.582|H5:8.400:0.000:4.082","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-3.884|F2:20.000:0.000:1.616","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.212","0.000:0.000:-0.800","-4.200:0.000:-7.582","0.000:0.000:0.800","-22.000:0.000:-0.082","0.000:0.000:0.800","4.200:0.000:7.582","0.000:0.000:-0.800","8.400:0.000:4.082","0.000:0.000:-0.800","0.000:0.000:-3.884","0.000:0.000:1.300","20.000:0.000:1.616","0.000:0.000:1.300",99.851,"Nominal",0.000,1,"NavigateToSource:Forward"
7.5012,4,4,73,1.8744,7.5406,9.4166,3.3473,180,4,"Human(Clone):-4.20:-0.01:-7.57|Parcel_1_R1_to_PD1:-10.14:1.12:-13.49|Human(Clone):8.42:-0.03:4.00|Forklift(Clone):0.02:0.04:-3.82",0.0264,-0.0010,-0.0573,-0.0237,-0.0553,-0.0007,0.0287,0.0343,1.2153,1.4518,-15.5626,-17.2615,136.0780,1.3335,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.294|H2:-4.200:0.000:-7.501|H3:-22.000:0.000:-0.001|H4:4.200:0.000:7.501|H5:8.400:0.000:4.001","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-3.751|F2:20.000:0.000:1.749","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.294","0.000:0.000:-0.800","-4.200:0.000:-7.501","0.000:0.000:0.800","-22.000:0.000:-0.001","0.000:0.000:0.800","4.200:0.000:7.501","0.000:0.000:-0.800","8.400:0.000:4.001","0.000:0.000:-0.800","0.000:0.000:-3.751","0.000:0.000:1.300","20.000:0.000:1.749","0.000:0.000:1.300",99.849,"Nominal",0.000,1,"NavigateToSource:Forward"
7.6023,4,4,74,1.7561,7.3634,9.3946,3.3088,180,4,"Human(Clone):-4.16:-0.01:-7.45|Parcel_1_R1_to_PD1:-10.13:1.16:-13.47|Human(Clone):8.38:0.04:3.97|Forklift(Clone):0.04:0.03:-3.71",0.0613,-0.0015,-0.0886,-0.0259,-0.0428,0.0110,0.0297,0.0364,1.4685,1.8016,-15.4471,-17.3945,140.1846,1.6351,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.374|H2:-4.200:0.000:-7.420|H3:-22.000:0.000:0.080|H4:4.200:0.000:7.420|H5:8.400:0.000:3.920","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-3.620|F2:20.000:0.000:1.880","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.374","0.000:0.000:-0.800","-4.200:0.000:-7.420","0.000:0.000:0.800","-22.000:0.000:0.080","0.000:0.000:0.800","4.200:0.000:7.420","0.000:0.000:-0.800","8.400:0.000:3.920","0.000:0.000:-0.800","0.000:0.000:-3.620","0.000:0.000:1.300","20.000:0.000:1.880","0.000:0.000:1.300",99.847,"Nominal",0.000,1,"NavigateToSource:Forward"
7.7034,4,4,75,1.5795,7.2317,9.4332,3.2460,180,4,"Human(Clone):-4.23:0.01:-7.39|Parcel_1_R1_to_PD1:-10.16:1.17:-13.49|Human(Clone):8.36:0.00:3.86|Forklift(Clone):-0.04:-0.02:-3.53",-0.0050,0.0334,0.0198,-0.0018,-0.0108,0.0270,0.0474,0.0324,2.0411,1.3959,-15.3417,-17.5111,136.2735,1.7185,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.455|H2:-4.200:0.000:-7.339|H3:-22.000:0.000:0.161|H4:4.200:0.000:7.339|H5:8.400:0.000:3.839","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-3.488|F2:20.000:0.000:2.012","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.455","0.000:0.000:-0.800","-4.200:0.000:-7.339","0.000:0.000:0.800","-22.000:0.000:0.161","0.000:0.000:0.800","4.200:0.000:7.339","0.000:0.000:-0.800","8.400:0.000:3.839","0.000:0.000:-0.800","0.000:0.000:-3.488","0.000:0.000:1.300","20.000:0.000:2.012","0.000:0.000:1.300",99.845,"Nominal",0.000,1,"NavigateToSource:Forward"
7.8048,4,4,76,1.4560,7.1047,6.2194,3.2058,180,4,"Human(Clone):-4.22:-0.01:-7.35|Parcel_1_R1_to_PD1:-10.14:1.11:-13.49|Human(Clone):8.43:0.04:3.81|Forklift(Clone):-0.01:-0.03:-3.42",0.0542,-0.0125,0.0365,-0.0011,-0.0086,0.0028,0.0494,0.0464,2.1650,2.0336,-15.2193,-17.6269,134.3944,2.0993,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.536|H2:-4.200:0.000:-7.258|H3:-22.000:0.000:0.242|H4:4.200:0.000:7.258|H5:8.400:0.000:3.758","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-3.356|F2:20.000:0.000:2.144","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.536","0.000:0.000:-0.800","-4.200:0.000:-7.258","0.000:0.000:0.800","-22.000:0.000:0.242","0.000:0.000:0.800","4.200:0.000:7.258","0.000:0.000:-0.800","8.400:0.000:3.758","0.000:0.000:-0.800","0.000:0.000:-3.356","0.000:0.000:1.300","20.000:0.000:2.144","0.000:0.000:1.300",99.843,"Nominal",0.000,1,"NavigateToSource:Forward"
7.9080,4,4,77,1.3231,6.9213,5.5932,3.1940,180,4,"Human(Clone):-4.23:-0.02:-7.18|Parcel_1_R1_to_PD1:-10.17:1.15:-13.45|Human(Clone):8.39:0.03:3.70|Forklift(Clone):-0.02:0.02:-3.23",-0.1258,-0.0003,0.1916,-0.0212,-0.0317,0.0078,0.0185,0.0392,0.9150,1.9387,-15.1534,-17.7043,144.0033,1.4268,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.619|H2:-4.200:0.000:-7.175|H3:-22.000:0.000:0.325|H4:4.200:0.000:7.175|H5:8.400:0.000:3.675","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-3.222|F2:20.000:0.000:2.278","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.619","0.000:0.000:-0.800","-4.200:0.000:-7.175","0.000:0.000:0.800","-22.000:0.000:0.325","0.000:0.000:0.800","4.200:0.000:7.175","0.000:0.000:-0.800","8.400:0.000:3.675","0.000:0.000:-0.800","0.000:0.000:-3.222","0.000:0.000:1.300","20.000:0.000:2.278","0.000:0.000:1.300",99.841,"Nominal",0.000,1,"NavigateToSource:Forward"
8.0085,4,4,78,1.1713,6.7607,4.9114,3.1815,180,4,"Human(Clone):-4.19:-0.01:-7.11|Parcel_1_R1_to_PD1:-10.16:1.12:-13.52|Human(Clone):8.43:-0.02:3.64|Forklift(Clone):0.00:-0.02:-3.18",-0.0502,-0.0252,-0.0947,0.0138,0.0175,0.0561,0.0298,0.0317,1.3291,1.4137,-15.0731,-17.8217,148.8612,1.3714,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.699|H2:-4.200:0.000:-7.095|H3:-22.000:0.000:0.405|H4:4.200:0.000:7.095|H5:8.400:0.000:3.595","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-3.092|F2:20.000:0.000:2.408","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.699","0.000:0.000:-0.800","-4.200:0.000:-7.095","0.000:0.000:0.800","-22.000:0.000:0.405","0.000:0.000:0.800","4.200:0.000:7.095","0.000:0.000:-0.800","8.400:0.000:3.595","0.000:0.000:-0.800","0.000:0.000:-3.092","0.000:0.000:1.300","20.000:0.000:2.408","0.000:0.000:1.300",99.839,"Nominal",0.000,1,"NavigateToSource:Forward"
8.1122,4,4,79,1.0453,6.6107,4.2578,3.1237,180,3,"Human(Clone):-4.24:0.03:-7.05|Human(Clone):8.37:0.02:3.53|Forklift(Clone):0.01:-0.02:-3.02",0.1608,-0.0249,0.2497,0.0234,-0.0026,-0.0227,0.0439,0.0422,2.0471,1.9722,-14.9957,-17.9465,148.8411,2.0097,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.782|H2:-4.200:0.000:-7.012|H3:-22.000:0.000:0.488|H4:4.200:0.000:7.012|H5:8.400:0.000:3.512","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-2.957|F2:20.000:0.000:2.543","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.782","0.000:0.000:-0.800","-4.200:0.000:-7.012","0.000:0.000:0.800","-22.000:0.000:0.488","0.000:0.000:0.800","4.200:0.000:7.012","0.000:0.000:-0.800","8.400:0.000:3.512","0.000:0.000:-0.800","0.000:0.000:-2.957","0.000:0.000:1.300","20.000:0.000:2.543","0.000:0.000:1.300",99.837,"Nominal",0.000,1,"NavigateToSource:Forward"
8.2162,4,4,80,0.9419,6.4404,3.5670,3.0735,180,3,"Human(Clone):-4.22:-0.02:-7.01|Human(Clone):8.43:-0.03:3.48|Forklift(Clone):0.01:0.03:-2.89",-0.0112,-0.0607,0.0999,-0.0153,-0.0197,0.0012,0.0430,0.0229,1.9435,1.0340,-14.9196,-18.0715,145.0000,1.4888,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.866|H2:-4.200:0.000:-6.929|H3:-22.000:0.000:0.571|H4:4.200:0.000:6.929|H5:8.400:0.000:3.429","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-2.822|F2:20.000:0.000:2.678","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.866","0.000:0.000:-0.800","-4.200:0.000:-6.929","0.000:0.000:0.800","-22.000:0.000:0.571","0.000:0.000:0.800","4.200:0.000:6.929","0.000:0.000:-0.800","8.400:0.000:3.429","0.000:0.000:-0.800","0.000:0.000:-2.822","0.000:0.000:1.300","20.000:0.000:2.678","0.000:0.000:1.300",99.835,"Nominal",0.000,1,"NavigateToSource:Forward"
8.3186,4,4,81,0.7985,6.3248,2.9801,3.0192,180,3,"Human(Clone):-4.18:-0.03:-6.84|Human(Clone):8.41:0.02:3.39|Forklift(Clone):-0.04:0.02:-2.72",-0.0218,0.0744,-0.0274,0.0195,-0.0253,0.0041,0.0425,0.0359,1.8557,1.5669,-14.8306,-18.2050,144.9120,1.7113,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-5.948|H2:-4.200:0.000:-6.847|H3:-22.000:0.000:0.653|H4:4.200:0.000:6.847|H5:8.400:0.000:3.347","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-2.688|F2:20.000:0.000:2.812","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-5.948","0.000:0.000:-0.800","-4.200:0.000:-6.847","0.000:0.000:0.800","-22.000:0.000:0.653","0.000:0.000:0.800","4.200:0.000:6.847","0.000:0.000:-0.800","8.400:0.000:3.347","0.000:0.000:-0.800","0.000:0.000:-2.688","0.000:0.000:1.300","20.000:0.000:2.812","0.000:0.000:1.300",99.833,"Nominal",0.000,1,"NavigateToSource:Forward"
8.4200,4,4,82,0.7148,6.1659,2.3509,3.0028,180,3,"Human(Clone):-4.23:0.03:-6.80|Human(Clone):8.40:-0.02:3.29|Forklift(Clone):0.00:0.02:-2.60",0.0877,0.0816,0.0714,0.0055,-0.0358,0.0350,0.0272,0.0119,1.2293,0.5359,-14.7358,-18.3344,143.7756,0.8826,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-6.029|H2:-4.200:0.000:-6.766|H3:-22.000:0.000:0.734|H4:4.200:0.000:6.766|H5:8.400:0.000:3.266","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-2.557|F2:20.000:0.000:2.943","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.029","0.000:0.000:-0.800","-4.200:0.000:-6.766","0.000:0.000:0.800","-22.000:0.000:0.734","0.000:0.000:0.800","4.200:0.000:6.766","0.000:0.000:-0.800","8.400:0.000:3.266","0.000:0.000:-0.800","0.000:0.000:-2.557","0.000:0.000:1.300","20.000:0.000:2.943","0.000:0.000:1.300",99.831,"Nominal",0.000,1,"NavigateToSource:Forward"
8.5200,4,4,83,0.6318,6.0396,1.7345,2.9993,180,3,"Human(Clone):-4.23:0.03:-6.70|Human(Clone):8.42:-0.02:3.17|Forklift(Clone):-0.01:0.00:-2.47",-0.0053,0.0932,-0.0363,0.0002,0.0129,0.0010,0.0265,0.0160,1.2675,0.7676,-14.6528,-18.4555,142.5681,1.0176,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-6.109|H2:-4.200:0.000:-6.686|H3:-22.000:0.000:0.814|H4:4.200:0.000:6.686|H5:8.400:0.000:3.186","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-2.427|F2:20.000:0.000:3.073","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.109","0.000:0.000:-0.800","-4.200:0.000:-6.686","0.000:0.000:0.800","-22.000:0.000:0.814","0.000:0.000:0.800","4.200:0.000:6.686","0.000:0.000:-0.800","8.400:0.000:3.186","0.000:0.000:-0.800","0.000:0.000:-2.427","0.000:0.000:1.300","20.000:0.000:3.073","0.000:0.000:1.300",99.829,"Nominal",0.000,1,"NavigateToSource:Forward"
8.6212,4,4,84,0.5657,5.8408,1.1426,2.9071,180,3,"Human(Clone):-4.19:0.02:-6.63|Human(Clone):8.39:-0.01:3.16|Forklift(Clone):0.04:0.00:-2.36",-0.0054,0.0597,0.0900,0.0346,-0.0320,0.0352,0.0343,0.0409,1.6378,1.9569,-14.5589,-18.5682,140.1523,1.7974,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-6.190|H2:-4.200:0.000:-6.605|H3:-22.000:0.000:0.895|H4:4.200:0.000:6.605|H5:8.400:0.000:3.105","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-2.295|F2:20.000:0.000:3.205","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.190","0.000:0.000:-0.800","-4.200:0.000:-6.605","0.000:0.000:0.800","-22.000:0.000:0.895","0.000:0.000:0.800","4.200:0.000:6.605","0.000:0.000:-0.800","8.400:0.000:3.105","0.000:0.000:-0.800","0.000:0.000:-2.295","0.000:0.000:1.300","20.000:0.000:3.205","0.000:0.000:1.300",99.827,"Nominal",0.000,1,"NavigateToSource:Forward"
8.7242,4,4,85,0.5216,5.6872,0.5216,2.9039,180,2,"Human(Clone):8.36:0.02:3.05|Forklift(Clone):0.03:0.00:-2.18",0.0307,0.0156,0.1248,-0.0243,-0.0047,-0.0011,0.0169,0.0372,0.8011,1.7652,-14.4551,-18.7061,146.2380,1.2831,False,False,"Parcel_1","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,False,True,"H1:-8.400:0.000:-6.272|H2:-4.200:0.000:-6.522|H3:-22.000:0.000:0.978|H4:4.200:0.000:6.522|H5:8.400:0.000:3.022","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:-2.161|F2:20.000:0.000:3.339","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-6.272","0.000:0.000:-0.800","-4.200:0.000:-6.522","0.000:0.000:0.800","-22.000:0.000:0.978","0.000:0.000:0.800","4.200:0.000:6.522","0.000:0.000:-0.800","8.400:0.000:3.022","0.000:0.000:-0.800","0.000:0.000:-2.161","0.000:0.000:1.300","20.000:0.000:3.339","0.000:0.000:1.300",99.825,"Nominal",0.000,1,"NavigateToSource:Forward"
