timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
10.8561,9,9,107,1.1263,9.9467,10.0000,2.7327,180,0,"",-0.0724,0.0048,-0.0213,-0.0412,-0.0149,-0.0196,0.0340,0.0318,1.6232,1.5171,-14.5323,-23.0849,146.3960,1.5701,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.976|H2:-4.200:0.000:-4.817|H3:-22.000:0.000:2.683|H4:4.200:0.000:4.817|H5:8.400:0.000:1.317","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:0.610|F2:20.000:0.000:6.110","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-7.976","0.000:0.000:-0.800","-4.200:0.000:-4.817","0.000:0.000:0.800","-22.000:0.000:2.683","0.000:0.000:0.800","4.200:0.000:4.817","0.000:0.000:-0.800","8.400:0.000:1.317","0.000:0.000:-0.800","0.000:0.000:0.610","0.000:0.000:1.300","20.000:0.000:6.110","0.000:0.000:1.300",99.782,"Degraded",0.000,1,"NavigateToSource:Forward"
10.9579,9,9,108,0.9429,9.8821,9.9070,2.8454,180,0,"",0.0196,0.0618,-0.0275,0.0110,0.0068,0.0131,0.0373,0.0405,1.6874,1.8320,-14.4457,-23.1936,142.0008,1.7597,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.058|H2:-4.200:0.000:-4.736|H3:-22.000:0.000:2.764|H4:4.200:0.000:4.736|H5:8.400:0.000:1.236","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:0.742|F2:20.000:0.000:6.242","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.058","0.000:0.000:-0.800","-4.200:0.000:-4.736","0.000:0.000:0.800","-22.000:0.000:2.764","0.000:0.000:0.800","4.200:0.000:4.736","0.000:0.000:-0.800","8.400:0.000:1.236","0.000:0.000:-0.800","0.000:0.000:0.742","0.000:0.000:1.300","20.000:0.000:6.242","0.000:0.000:1.300",99.780,"Degraded",0.000,1,"NavigateToSource:Forward"
11.0597,9,9,109,0.7994,10.0000,10.0000,2.7066,180,0,"",0.0188,0.0604,-0.0466,0.0166,0.0140,0.0198,0.0247,0.0344,1.0887,1.5175,-14.3418,-23.3096,135.8215,1.3031,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.139|H2:-4.200:0.000:-4.654|H3:-22.000:0.000:2.846|H4:4.200:0.000:4.654|H5:8.400:0.000:1.154","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:0.874|F2:20.000:0.000:6.374","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.139","0.000:0.000:-0.800","-4.200:0.000:-4.654","0.000:0.000:0.800","-22.000:0.000:2.846","0.000:0.000:0.800","4.200:0.000:4.654","0.000:0.000:-0.800","8.400:0.000:1.154","0.000:0.000:-0.800","0.000:0.000:0.874","0.000:0.000:1.300","20.000:0.000:6.374","0.000:0.000:1.300",99.778,"Degraded",0.000,1,"NavigateToSource:Forward"
11.1620,9,9,110,0.7836,10.0000,9.9815,2.8673,180,0,"",0.0864,-0.0611,-0.1220,-0.0103,0.0102,0.0191,0.0284,0.0406,1.2682,1.8148,-14.2416,-23.4213,144.3691,1.5415,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.221|H2:-4.200:0.000:-4.572|H3:-22.000:0.000:2.928|H4:4.200:0.000:4.572|H5:8.400:0.000:1.072","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:1.007|F2:20.000:0.000:6.507","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.221","0.000:0.000:-0.800","-4.200:0.000:-4.572","0.000:0.000:0.800","-22.000:0.000:2.928","0.000:0.000:0.800","4.200:0.000:4.572","0.000:0.000:-0.800","8.400:0.000:1.072","0.000:0.000:-0.800","0.000:0.000:1.007","0.000:0.000:1.300","20.000:0.000:6.507","0.000:0.000:1.300",99.776,"Degraded",0.000,1,"NavigateToSource:Forward"
11.2638,9,9,111,0.6023,10.0000,10.0000,2.7895,180,0,"",-0.0162,0.0043,0.0024,0.0080,0.0019,-0.0313,0.0399,0.0377,1.8846,1.7790,-14.1545,-23.5352,143.1317,1.8318,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.302|H2:-4.200:0.000:-4.491|H3:-22.000:0.000:3.009|H4:4.200:0.000:4.491|H5:8.400:0.000:0.991","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:1.140|F2:20.000:0.000:6.640","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.302","0.000:0.000:-0.800","-4.200:0.000:-4.491","0.000:0.000:0.800","-22.000:0.000:3.009","0.000:0.000:0.800","4.200:0.000:4.491","0.000:0.000:-0.800","8.400:0.000:0.991","0.000:0.000:-0.800","0.000:0.000:1.140","0.000:0.000:1.300","20.000:0.000:6.640","0.000:0.000:1.300",99.774,"Degraded",0.000,1,"NavigateToSource:Forward"
11.3668,9,9,112,0.5056,10.0000,10.0000,2.8234,180,0,"",-0.0464,0.0197,-0.0697,-0.0152,0.0022,0.0353,0.0371,0.0308,1.6558,1.3780,-14.0616,-23.6798,150.8723,1.5169,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.385|H2:-4.200:0.000:-4.409|H3:-22.000:0.000:3.091|H4:4.200:0.000:4.409|H5:8.400:0.000:0.909","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:1.273|F2:20.000:0.000:6.773","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.385","0.000:0.000:-0.800","-4.200:0.000:-4.409","0.000:0.000:0.800","-22.000:0.000:3.091","0.000:0.000:0.800","4.200:0.000:4.409","0.000:0.000:-0.800","8.400:0.000:0.909","0.000:0.000:-0.800","0.000:0.000:1.273","0.000:0.000:1.300","20.000:0.000:6.773","0.000:0.000:1.300",99.772,"Degraded",0.000,1,"NavigateToSource:Forward"
11.4673,9,9,113,0.4436,9.9833,9.9334,2.8472,180,0,"",0.0265,-0.0839,-0.0550,0.0131,-0.0055,0.0098,0.0366,0.0285,1.7132,1.3348,-13.9857,-23.8083,148.3062,1.5240,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.465|H2:-4.200:0.000:-4.328|H3:-22.000:0.000:3.172|H4:4.200:0.000:4.328|H5:8.400:0.000:0.828","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:1.404|F2:20.000:0.000:6.904","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.465","0.000:0.000:-0.800","-4.200:0.000:-4.328","0.000:0.000:0.800","-22.000:0.000:3.172","0.000:0.000:0.800","4.200:0.000:4.328","0.000:0.000:-0.800","8.400:0.000:0.828","0.000:0.000:-0.800","0.000:0.000:1.404","0.000:0.000:1.300","20.000:0.000:6.904","0.000:0.000:1.300",99.770,"Degraded",0.000,1,"NavigateToSource:Forward"
11.5693,9,9,114,0.4289,10.0000,0.4839,2.8329,180,0,"",0.0313,-0.0378,0.0522,0.0377,-0.0229,0.0027,0.0176,0.0298,0.7975,1.3514,-13.9227,-23.9103,147.0955,1.0745,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.547|H2:-4.200:0.000:-4.247|H3:-22.000:0.000:3.253|H4:4.200:0.000:4.247|H5:8.400:0.000:0.747","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:1.537|F2:20.000:0.000:7.037","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.547","0.000:0.000:-0.800","-4.200:0.000:-4.247","0.000:0.000:0.800","-22.000:0.000:3.253","0.000:0.000:0.800","4.200:0.000:4.247","0.000:0.000:-0.800","8.400:0.000:0.747","0.000:0.000:-0.800","0.000:0.000:1.537","0.000:0.000:1.300","20.000:0.000:7.037","0.000:0.000:1.300",99.768,"Degraded",0.000,1,"NavigateToSource:Forward"
11.6717,9,9,115,0.3941,10.0000,0.3941,2.8648,180,0,"",0.0013,-0.0294,0.0058,0.0124,-0.0454,0.0003,0.0511,0.0504,2.2780,2.2477,-13.8223,-24.0653,148.6223,2.2629,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.629|H2:-4.200:0.000:-4.165|H3:-22.000:0.000:3.335|H4:4.200:0.000:4.165|H5:8.400:0.000:0.665","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:1.670|F2:20.000:0.000:7.170","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.629","0.000:0.000:-0.800","-4.200:0.000:-4.165","0.000:0.000:0.800","-22.000:0.000:3.335","0.000:0.000:0.800","4.200:0.000:4.165","0.000:0.000:-0.800","8.400:0.000:0.665","0.000:0.000:-0.800","0.000:0.000:1.670","0.000:0.000:1.300","20.000:0.000:7.170","0.000:0.000:1.300",99.766,"Degraded",0.000,1,"NavigateToSource:Forward"
11.7721,9,9,116,0.3867,9.9203,0.4611,2.8869,180,0,"",-0.0311,-0.0018,0.0269,0.0092,-0.0220,-0.0171,0.0251,0.0110,1.1978,0.5250,-13.7468,-24.1972,149.3808,0.8614,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.709|H2:-4.200:0.000:-4.084|H3:-22.000:0.000:3.416|H4:4.200:0.000:4.084|H5:8.400:0.000:0.584","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:1.800|F2:20.000:0.000:7.300","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.709","0.000:0.000:-0.800","-4.200:0.000:-4.084","0.000:0.000:0.800","-22.000:0.000:3.416","0.000:0.000:0.800","4.200:0.000:4.084","0.000:0.000:-0.800","8.400:0.000:0.584","0.000:0.000:-0.800","0.000:0.000:1.800","0.000:0.000:1.300","20.000:0.000:7.300","0.000:0.000:1.300",99.764,"Degraded",0.000,1,"NavigateToSource:Forward"
11.8723,9,9,117,0.3711,10.0000,0.5172,2.8804,180,0,"",0.0770,-0.0187,-0.0658,0.0011,0.0048,-0.0129,0.0369,0.0291,1.8061,1.4235,-13.6715,-24.3250,148.0412,1.6148,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.789|H2:-4.200:0.000:-4.004|H3:-22.000:0.000:3.496|H4:4.200:0.000:4.004|H5:8.400:0.000:0.504","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:1.931|F2:20.000:0.000:7.431","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.789","0.000:0.000:-0.800","-4.200:0.000:-4.004","0.000:0.000:0.800","-22.000:0.000:3.496","0.000:0.000:0.800","4.200:0.000:4.004","0.000:0.000:-0.800","8.400:0.000:0.504","0.000:0.000:-0.800","0.000:0.000:1.931","0.000:0.000:1.300","20.000:0.000:7.431","0.000:0.000:1.300",99.762,"Degraded",0.000,1,"NavigateToSource:Forward"
11.9732,9,9,118,0.4010,9.9891,0.4779,2.8360,180,0,"",0.0131,-0.0416,0.0445,0.0456,-0.0037,0.0468,0.0327,0.0281,1.4812,1.2753,-13.6109,-24.4389,151.7311,1.3783,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.870|H2:-4.200:0.000:-3.924|H3:-22.000:0.000:3.576|H4:4.200:0.000:3.924|H5:8.400:0.000:0.424","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:2.062|F2:20.000:0.000:7.562","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.870","0.000:0.000:-0.800","-4.200:0.000:-3.924","0.000:0.000:0.800","-22.000:0.000:3.576","0.000:0.000:0.800","4.200:0.000:3.924","0.000:0.000:-0.800","8.400:0.000:0.424","0.000:0.000:-0.800","0.000:0.000:2.062","0.000:0.000:1.300","20.000:0.000:7.562","0.000:0.000:1.300",99.760,"Degraded",0.000,1,"NavigateToSource:Forward"
12.0757,9,9,119,0.4144,9.9286,0.4703,2.8644,180,0,"",-0.0051,0.0222,0.0947,0.0050,0.0002,-0.0257,0.0467,0.0355,2.1779,1.6569,-13.5418,-24.6000,156.0738,1.9174,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.952|H2:-4.200:0.000:-3.841|H3:-22.000:0.000:3.659|H4:4.200:0.000:3.841|H5:8.400:0.000:0.342","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:2.195|F2:20.000:0.000:7.695","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-8.952","0.000:0.000:-0.800","-4.200:0.000:-3.841","0.000:0.000:0.800","-22.000:0.000:3.659","0.000:0.000:0.800","4.200:0.000:3.841","0.000:0.000:-0.800","8.400:0.000:0.342","0.000:0.000:-0.800","0.000:0.000:2.195","0.000:0.000:1.300","20.000:0.000:7.695","0.000:0.000:1.300",99.758,"Degraded",0.000,1,"NavigateToSource:Forward"
12.1780,9,9,120,0.3426,9.9004,0.5174,2.8944,180,0,"",-0.0875,0.0082,-0.0379,0.0130,-0.0232,-0.0263,0.0328,0.0301,1.4529,1.3321,-13.4815,-24.7517,156.9331,1.3925,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.034|H2:-4.200:0.000:-3.760|H3:-22.000:0.000:3.740|H4:4.200:0.000:3.760|H5:8.400:0.000:0.260","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:2.328|F2:20.000:0.000:7.828","F1:0.000:0.000:1.300|F2:0.000:0.000:1.300","-8.400:0.000:-9.034","0.000:0.000:-0.800","-4.200:0.000:-3.760","0.000:0.000:0.800","-22.000:0.000:3.740","0.000:0.000:0.800","4.200:0.000:3.760","0.000:0.000:-0.800","8.400:0.000:0.260","0.000:0.000:-0.800","0.000:0.000:2.328","0.000:0.000:1.300","20.000:0.000:7.828","0.000:0.000:1.300",99.756,"Degraded",0.000,1,"NavigateToSource:Forward"
12.2820,9,9,121,0.3956,9.9970,0.5380,2.9832,180,0,"",0.0974,-0.0392,0.1219,-0.0524,-0.0370,0.0287,0.0409,0.0332,1.8800,1.5254,-13.4398,-24.8624,158.6860,1.7027,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.117|H2:-4.200:0.000:-3.676|H3:-22.000:0.000:3.824|H4:4.200:0.000:3.676|H5:8.400:0.000:0.176","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:2.463|F2:20.000:0.000:7.749","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.117","0.000:0.000:-0.800","-4.200:0.000:-3.676","0.000:0.000:0.800","-22.000:0.000:3.824","0.000:0.000:0.800","4.200:0.000:3.676","0.000:0.000:-0.800","8.400:0.000:0.176","0.000:0.000:-0.800","0.000:0.000:2.463","0.000:0.000:1.300","20.000:0.000:7.749","0.000:0.000:-1.300",99.754,"Degraded",0.000,1,"NavigateToSource:Forward"
12.3850,9,9,122,0.4791,10.0000,9.9543,2.8442,180,0,"",-0.0197,0.0110,0.0019,-0.0096,-0.0192,-0.0114,0.0247,0.0382,1.0952,1.6935,-13.3786,-25.0197,161.0877,1.3944,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.199|H2:-4.200:0.000:-3.594|H3:-22.000:0.000:3.906|H4:4.200:0.000:3.594|H5:8.400:0.000:0.094","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:2.597|F2:20.000:0.000:7.615","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.199","0.000:0.000:-0.800","-4.200:0.000:-3.594","0.000:0.000:0.800","-22.000:0.000:3.906","0.000:0.000:0.800","4.200:0.000:3.594","0.000:0.000:-0.800","8.400:0.000:0.094","0.000:0.000:-0.800","0.000:0.000:2.597","0.000:0.000:1.300","20.000:0.000:7.615","0.000:0.000:-1.300",99.752,"Degraded",0.000,1,"NavigateToSource:Forward"
12.4880,9,9,123,0.4015,10.0000,9.7850,2.7233,180,0,"",-0.0125,0.0800,-0.1221,-0.0251,-0.0279,-0.0293,0.0230,0.0294,1.0370,1.3263,-13.3349,-25.1589,163.7854,1.1816,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.282|H2:-4.200:0.000:-3.512|H3:-22.000:0.000:3.988|H4:4.200:0.000:3.512|H5:8.400:0.000:0.012","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:2.731|F2:20.000:0.000:7.481","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.282","0.000:0.000:-0.800","-4.200:0.000:-3.512","0.000:0.000:0.800","-22.000:0.000:3.988","0.000:0.000:0.800","4.200:0.000:3.512","0.000:0.000:-0.800","8.400:0.000:0.012","0.000:0.000:-0.800","0.000:0.000:2.731","0.000:0.000:1.300","20.000:0.000:7.481","0.000:0.000:-1.300",99.750,"Degraded",0.000,1,"NavigateToSource:Forward"
12.5906,9,9,124,0.5333,9.9575,9.9978,2.6837,180,0,"",-0.1179,0.0093,0.0100,-0.0003,0.0126,0.0058,0.0386,0.0506,1.7109,2.2464,-13.2935,-25.3319,167.7225,1.9786,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.364|H2:-4.200:0.000:-3.430|H3:-22.000:0.000:4.070|H4:4.200:0.000:3.430|H5:8.400:0.000:-0.070","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:2.864|F2:20.000:0.000:7.348","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.364","0.000:0.000:-0.800","-4.200:0.000:-3.430","0.000:0.000:0.800","-22.000:0.000:4.070","0.000:0.000:0.800","4.200:0.000:3.430","0.000:0.000:-0.800","8.400:0.000:-0.070","0.000:0.000:-0.800","0.000:0.000:2.864","0.000:0.000:1.300","20.000:0.000:7.348","0.000:0.000:-1.300",99.748,"Degraded",0.000,1,"NavigateToSource:Forward"
12.6915,9,9,125,0.6679,10.0000,9.9071,2.8071,180,0,"",0.0407,-0.0205,0.0964,0.0000,0.0063,-0.0117,0.0299,0.0237,1.3623,1.0830,-13.2571,-25.4466,160.5803,1.2226,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.444|H2:-4.200:0.000:-3.349|H3:-22.000:0.000:4.151|H4:4.200:0.000:3.349|H5:8.400:0.000:-0.151","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:2.996|F2:20.000:0.000:7.217","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.444","0.000:0.000:-0.800","-4.200:0.000:-3.349","0.000:0.000:0.800","-22.000:0.000:4.151","0.000:0.000:0.800","4.200:0.000:3.349","0.000:0.000:-0.800","8.400:0.000:-0.151","0.000:0.000:-0.800","0.000:0.000:2.996","0.000:0.000:1.300","20.000:0.000:7.217","0.000:0.000:-1.300",99.746,"Degraded",0.000,1,"NavigateToSource:Forward"
12.7935,9,9,126,0.8923,10.0000,9.9658,2.8800,180,0,"",0.0190,-0.0084,-0.1009,-0.0104,0.0091,0.0158,0.0498,0.0328,2.1819,1.4361,-13.1848,-25.6140,154.7630,1.8090,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.526|H2:-4.200:0.000:-3.267|H3:-22.000:0.000:4.233|H4:4.200:0.000:3.267|H5:8.400:0.000:-0.233","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:3.128|F2:20.000:0.000:7.084","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.526","0.000:0.000:-0.800","-4.200:0.000:-3.267","0.000:0.000:0.800","-22.000:0.000:4.233","0.000:0.000:0.800","4.200:0.000:3.267","0.000:0.000:-0.800","8.400:0.000:-0.233","0.000:0.000:-0.800","0.000:0.000:3.128","0.000:0.000:1.300","20.000:0.000:7.084","0.000:0.000:-1.300",99.744,"Degraded",0.000,1,"NavigateToSource:Forward"
12.8948,9,9,127,1.1318,9.9472,10.0000,2.9010,180,0,"",-0.0020,-0.0146,0.0607,-0.0082,0.0196,0.0049,0.0351,0.0330,1.5760,1.4780,-13.1287,-25.7204,153.0308,1.5270,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.607|H2:-4.200:0.000:-3.186|H3:-22.000:0.000:4.314|H4:4.200:0.000:3.186|H5:8.400:0.000:-0.314","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:3.260|F2:20.000:0.000:6.952","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.607","0.000:0.000:-0.800","-4.200:0.000:-3.186","0.000:0.000:0.800","-22.000:0.000:4.314","0.000:0.000:0.800","4.200:0.000:3.186","0.000:0.000:-0.800","8.400:0.000:-0.314","0.000:0.000:-0.800","0.000:0.000:3.260","0.000:0.000:1.300","20.000:0.000:6.952","0.000:0.000:-1.300",99.741,"Degraded",0.000,1,"NavigateToSource:Forward"
12.9978,9,9,128,1.3500,9.8403,10.0000,2.7583,180,0,"",-0.0237,-0.0280,0.0065,-0.0189,-0.0087,-0.0011,0.0411,0.0272,2.0314,1.3420,-13.0588,-25.8581,151.3059,1.6867,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.690|H2:-4.200:0.000:-3.104|H3:-22.000:0.000:4.396|H4:4.200:0.000:3.104|H5:8.400:0.000:-0.396","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:3.394|F2:20.000:0.000:6.818","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.690","0.000:0.000:-0.800","-4.200:0.000:-3.104","0.000:0.000:0.800","-22.000:0.000:4.396","0.000:0.000:0.800","4.200:0.000:3.104","0.000:0.000:-0.800","8.400:0.000:-0.396","0.000:0.000:-0.800","0.000:0.000:3.394","0.000:0.000:1.300","20.000:0.000:6.818","0.000:0.000:-1.300",99.739,"Degraded",0.000,1,"NavigateToSource:Forward"
13.0988,9,9,129,1.5641,10.0000,9.9273,2.8880,180,0,"",0.0240,0.0021,-0.0200,-0.0256,-0.0368,0.0343,0.0415,0.0425,1.8646,1.9097,-12.9648,-26.0147,148.5937,1.8872,False,True,"Parcel_1","6.650:1.150:-13.500","R3","PD3",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-9.770|H2:-4.200:0.000:-3.023|H3:-22.000:0.000:4.477|H4:4.200:0.000:3.023|H5:8.400:0.000:-0.477","H1:0.000:0.000:-0.800|H2:0.000:0.000:0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:-0.800","F1:0.000:0.000:3.525|F2:20.000:0.000:6.687","F1:0.000:0.000:1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-9.770","0.000:0.000:-0.800","-4.200:0.000:-3.023","0.000:0.000:0.800","-22.000:0.000:4.477","0.000:0.000:0.800","4.200:0.000:3.023","0.000:0.000:-0.800","8.400:0.000:-0.477","0.000:0.000:-0.800","0.000:0.000:3.525","0.000:0.000:1.300","20.000:0.000:6.687","0.000:0.000:-1.300",99.737,"Degraded",0.000,1,"NavigateToSource:Forward"
