timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag,parcel_id,parcel_position,source_id,destination_id,parcel_mass,carrying_status,grasp_status,rack_available,PD1_available,PD2_available,PD3_available,human_positions,human_velocities,forklift_positions,forklift_velocities,h1_position,h1_velocity,h2_position,h2_velocity,h3_position,h3_velocity,h4_position,h4_velocity,h5_position,h5_velocity,f1_position,f1_velocity,f2_position,f2_velocity,battery_level,sensor_status,communication_delay,task_priority,current_task_stage
62.1543,9,9,612,0.7282,2.4684,2.0763,6.2574,180,0,"",-0.0027,0.0255,-0.0042,0.0291,-1.1250,-0.0054,0.0368,0.0261,1.6870,1.1960,12.5394,-52.4626,20.6123,1.4415,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.375|H2:-4.200:0.000:-9.514|H3:-22.000:0.000:-3.096|H4:4.200:0.000:-0.813|H5:8.400:0.000:2.612","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:12.830|F2:20.000:0.000:5.746","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-7.375","0.000:0.000:-0.800","-4.200:0.000:-9.514","0.000:0.000:-0.800","-22.000:0.000:-3.096","0.000:0.000:0.800","4.200:0.000:-0.813","0.000:0.000:-0.800","8.400:0.000:2.612","0.000:0.000:0.800","0.000:0.000:12.830","0.000:0.000:-1.300","20.000:0.000:5.746","0.000:0.000:-1.300",98.254,"Degraded",0.000,1,"NavigateToSource:Forward"
62.2556,9,9,613,0.7319,2.5181,1.6620,4.7795,180,0,"",7.2328,-0.0782,-3.6614,0.0169,-1.2955,-0.0024,0.0310,0.0223,1.5210,1.0943,12.5725,-52.3345,13.4652,1.3076,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.456|H2:-4.200:0.000:-9.595|H3:-22.000:0.000:-3.015|H4:4.200:0.000:-0.894|H5:8.400:0.000:2.693","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:12.699|F2:20.000:0.000:5.614","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-7.456","0.000:0.000:-0.800","-4.200:0.000:-9.595","0.000:0.000:-0.800","-22.000:0.000:-3.015","0.000:0.000:0.800","4.200:0.000:-0.894","0.000:0.000:-0.800","8.400:0.000:2.693","0.000:0.000:0.800","0.000:0.000:12.699","0.000:0.000:-1.300","20.000:0.000:5.614","0.000:0.000:-1.300",98.252,"Degraded",0.000,1,"NavigateToSource:Forward"
62.3561,9,9,614,0.7737,2.6679,1.3941,3.7016,180,0,"",-0.0200,-0.0046,-0.0017,0.0007,-1.4419,-0.0122,0.0461,0.0365,2.1094,1.6692,12.6005,-52.1632,6.5994,1.8893,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.536|H2:-4.200:0.000:-9.676|H3:-22.000:0.000:-2.935|H4:4.200:0.000:-0.974|H5:8.400:0.000:2.773","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:12.568|F2:20.000:0.000:5.484","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-7.536","0.000:0.000:-0.800","-4.200:0.000:-9.676","0.000:0.000:-0.800","-22.000:0.000:-2.935","0.000:0.000:0.800","4.200:0.000:-0.974","0.000:0.000:-0.800","8.400:0.000:2.773","0.000:0.000:0.800","0.000:0.000:12.568","0.000:0.000:-1.300","20.000:0.000:5.484","0.000:0.000:-1.300",98.250,"Degraded",0.000,1,"NavigateToSource:Forward"
62.4574,9,9,615,0.7443,3.0735,1.2390,4.4406,180,0,"",-0.0229,0.0612,0.0443,-0.0236,-1.1074,0.0205,0.0352,0.0251,1.7257,1.2338,12.6072,-51.9904,-2.1670,1.4797,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.617|H2:-4.200:0.000:-9.757|H3:-22.000:0.000:-2.854|H4:4.200:0.000:-1.055|H5:8.400:0.000:2.854","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:12.436|F2:20.000:0.000:5.352","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-7.617","0.000:0.000:-0.800","-4.200:0.000:-9.757","0.000:0.000:-0.800","-22.000:0.000:-2.854","0.000:0.000:0.800","4.200:0.000:-1.055","0.000:0.000:-0.800","8.400:0.000:2.854","0.000:0.000:0.800","0.000:0.000:12.436","0.000:0.000:-1.300","20.000:0.000:5.352","0.000:0.000:-1.300",98.248,"Degraded",0.000,1,"NavigateToSource:Forward"
62.5574,9,9,616,0.7611,3.2589,1.0789,8.0857,180,0,"",-0.0437,-0.0074,0.0083,0.0026,-0.9213,0.0484,0.0283,0.0173,1.2816,0.7819,12.5996,-51.8810,-5.6792,1.0318,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.697|H2:-4.200:0.000:-9.837|H3:-22.000:0.000:-2.774|H4:4.200:0.000:-1.135|H5:8.400:0.000:2.934","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:12.306|F2:20.000:0.000:5.222","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-7.697","0.000:0.000:-0.800","-4.200:0.000:-9.837","0.000:0.000:-0.800","-22.000:0.000:-2.774","0.000:0.000:0.800","4.200:0.000:-1.135","0.000:0.000:-0.800","8.400:0.000:2.934","0.000:0.000:0.800","0.000:0.000:12.306","0.000:0.000:-1.300","20.000:0.000:5.222","0.000:0.000:-1.300",98.246,"Degraded",0.000,1,"NavigateToSource:Forward"
62.6593,9,9,617,0.7805,3.8205,1.0403,7.5965,180,0,"",0.0106,-0.0098,-0.0654,-0.0124,-0.6991,0.0021,0.0310,0.0287,1.4793,1.3714,12.5859,-51.7640,-6.5174,1.4253,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.779|H2:-4.200:0.000:-9.918|H3:-22.000:0.000:-2.692|H4:4.200:0.000:-1.217|H5:8.400:0.000:3.016","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:12.174|F2:20.000:0.000:5.089","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-7.779","0.000:0.000:-0.800","-4.200:0.000:-9.918","0.000:0.000:-0.800","-22.000:0.000:-2.692","0.000:0.000:0.800","4.200:0.000:-1.217","0.000:0.000:-0.800","8.400:0.000:3.016","0.000:0.000:0.800","0.000:0.000:12.174","0.000:0.000:-1.300","20.000:0.000:5.089","0.000:0.000:-1.300",98.244,"Degraded",0.000,1,"NavigateToSource:Forward"
62.7600,9,9,618,0.7855,4.1832,1.1108,7.4375,180,0,"",0.0439,-0.0450,0.1219,0.0298,-0.5613,0.0213,0.0370,0.0417,1.7092,1.9244,12.5634,-51.6229,-8.7411,1.8168,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.859|H2:-4.200:0.000:-9.999|H3:-22.000:0.000:-2.612|H4:4.200:0.000:-1.298|H5:8.400:0.000:3.096","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:12.043|F2:20.000:0.000:4.958","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-7.859","0.000:0.000:-0.800","-4.200:0.000:-9.999","0.000:0.000:-0.800","-22.000:0.000:-2.612","0.000:0.000:0.800","4.200:0.000:-1.298","0.000:0.000:-0.800","8.400:0.000:3.096","0.000:0.000:0.800","0.000:0.000:12.043","0.000:0.000:-1.300","20.000:0.000:4.958","0.000:0.000:-1.300",98.242,"Degraded",0.000,1,"NavigateToSource:Forward"
62.8621,9,9,619,0.8192,4.5230,0.9724,10.0000,180,0,"",0.0567,0.0120,0.0075,0.0335,-0.4171,-0.0258,0.0337,0.0054,1.5298,0.2468,12.5363,-51.4627,-15.1019,0.8883,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-7.941|H2:-4.200:0.000:-10.081|H3:-22.000:0.000:-2.530|H4:4.200:0.000:-1.379|H5:8.400:0.000:3.178","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:11.910|F2:20.000:0.000:4.826","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-7.941","0.000:0.000:-0.800","-4.200:0.000:-10.081","0.000:0.000:-0.800","-22.000:0.000:-2.530","0.000:0.000:0.800","4.200:0.000:-1.379","0.000:0.000:-0.800","8.400:0.000:3.178","0.000:0.000:0.800","0.000:0.000:11.910","0.000:0.000:-1.300","20.000:0.000:4.826","0.000:0.000:-1.300",98.240,"Degraded",0.000,1,"NavigateToSource:Forward"
62.9637,9,9,620,0.8291,4.9664,0.9634,2.2596,180,0,"",-0.0118,-0.0655,-0.0783,0.0319,-0.3025,-0.0005,0.0207,0.0314,0.9306,1.4075,12.4909,-51.3028,-18.5067,1.1690,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.022|H2:-4.200:0.000:-10.162|H3:-22.000:0.000:-2.449|H4:4.200:0.000:-1.460|H5:8.400:0.000:3.259","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:11.778|F2:20.000:0.000:4.694","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.022","0.000:0.000:-0.800","-4.200:0.000:-10.162","0.000:0.000:-0.800","-22.000:0.000:-2.449","0.000:0.000:0.800","4.200:0.000:-1.460","0.000:0.000:-0.800","8.400:0.000:3.259","0.000:0.000:0.800","0.000:0.000:11.778","0.000:0.000:-1.300","20.000:0.000:4.694","0.000:0.000:-1.300",98.238,"Degraded",0.000,1,"NavigateToSource:Forward"
63.0644,9,9,621,0.7908,5.2022,1.1601,2.0897,180,0,"",0.0798,0.0985,-0.0556,-0.0186,-0.2199,0.0050,0.0267,0.0443,1.2351,2.0495,12.4389,-51.1661,-20.2842,1.6423,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.103|H2:-4.200:0.000:-10.242|H3:-22.000:0.000:-2.368|H4:4.200:0.000:-1.541|H5:8.400:0.000:3.340","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:11.647|F2:20.000:0.000:4.563","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.103","0.000:0.000:-0.800","-4.200:0.000:-10.242","0.000:0.000:-0.800","-22.000:0.000:-2.368","0.000:0.000:0.800","4.200:0.000:-1.541","0.000:0.000:-0.800","8.400:0.000:3.340","0.000:0.000:0.800","0.000:0.000:11.647","0.000:0.000:-1.300","20.000:0.000:4.563","0.000:0.000:-1.300",98.236,"Degraded",0.000,1,"NavigateToSource:Forward"
63.1668,9,9,622,0.8872,8.3567,1.0368,2.2176,180,0,"",0.0130,-0.0288,0.1033,0.0089,-0.1644,0.0001,0.0504,0.0516,2.2601,2.3143,12.3914,-51.0293,-18.9175,2.2872,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.185|H2:-4.200:0.000:-10.324|H3:-22.000:0.000:-2.286|H4:4.200:0.000:-1.623|H5:8.400:0.000:3.422","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:11.514|F2:20.000:0.000:4.429","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.185","0.000:0.000:-0.800","-4.200:0.000:-10.324","0.000:0.000:-0.800","-22.000:0.000:-2.286","0.000:0.000:0.800","4.200:0.000:-1.623","0.000:0.000:-0.800","8.400:0.000:3.422","0.000:0.000:0.800","0.000:0.000:11.514","0.000:0.000:-1.300","20.000:0.000:4.429","0.000:0.000:-1.300",98.234,"Degraded",0.000,1,"NavigateToSource:Forward"
63.2672,9,9,623,0.9530,8.1058,1.0608,2.1453,180,0,"",-0.0122,0.0443,0.1345,0.0147,-0.1781,0.0019,0.0253,0.0195,1.1918,0.9198,12.3522,-50.8767,-16.5025,1.0558,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.265|H2:-4.200:0.000:-10.405|H3:-22.000:0.000:-2.206|H4:4.200:0.000:-1.703|H5:8.400:0.000:3.502","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:11.383|F2:20.000:0.000:4.299","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.265","0.000:0.000:-0.800","-4.200:0.000:-10.405","0.000:0.000:-0.800","-22.000:0.000:-2.206","0.000:0.000:0.800","4.200:0.000:-1.703","0.000:0.000:-0.800","8.400:0.000:3.502","0.000:0.000:0.800","0.000:0.000:11.383","0.000:0.000:-1.300","20.000:0.000:4.299","0.000:0.000:-1.300",98.232,"Degraded",0.000,1,"NavigateToSource:Forward"
63.3681,9,9,624,0.8936,7.9819,1.2342,2.1404,180,0,"",0.0928,0.0057,0.0117,-0.0330,-0.0969,-0.0196,0.0290,0.0414,1.3840,1.9754,12.2998,-50.6989,-14.5960,1.6797,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.346|H2:-4.200:0.000:-10.485|H3:-22.000:0.000:-2.125|H4:4.200:0.000:-1.784|H5:8.400:0.000:3.583","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:11.252|F2:20.000:0.000:4.168","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.346","0.000:0.000:-0.800","-4.200:0.000:-10.485","0.000:0.000:-0.800","-22.000:0.000:-2.125","0.000:0.000:0.800","4.200:0.000:-1.784","0.000:0.000:-0.800","8.400:0.000:3.583","0.000:0.000:0.800","0.000:0.000:11.252","0.000:0.000:-1.300","20.000:0.000:4.168","0.000:0.000:-1.300",98.230,"Degraded",0.000,1,"NavigateToSource:Forward"
63.4694,9,9,625,1.0350,7.7300,1.1973,1.8528,180,0,"",-0.0508,-0.0003,-0.0096,-0.0442,-0.0818,-0.0061,0.0485,0.0227,2.3217,1.0886,12.2542,-50.5823,-27.2371,1.7051,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.427|H2:-4.200:0.000:-10.566|H3:-22.000:0.000:-2.044|H4:4.200:0.000:-1.865|H5:8.400:0.000:3.664","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:11.121|F2:20.000:0.000:4.036","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.427","0.000:0.000:-0.800","-4.200:0.000:-10.566","0.000:0.000:-0.800","-22.000:0.000:-2.044","0.000:0.000:0.800","4.200:0.000:-1.865","0.000:0.000:-0.800","8.400:0.000:3.664","0.000:0.000:0.800","0.000:0.000:11.121","0.000:0.000:-1.300","20.000:0.000:4.036","0.000:0.000:-1.300",98.228,"Degraded",0.000,1,"NavigateToSource:Forward"
63.5723,9,9,626,1.0068,7.4750,1.2137,1.9297,180,0,"",0.0146,0.0271,-0.0563,0.0274,-0.0548,0.0125,0.0158,0.0261,0.7685,1.2728,12.1771,-50.4357,-26.7781,1.0207,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.509|H2:-4.200:0.000:-10.649|H3:-22.000:0.000:-1.962|H4:4.200:0.000:-1.947|H5:8.400:0.000:3.746","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:10.987|F2:20.000:0.000:3.902","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.509","0.000:0.000:-0.800","-4.200:0.000:-10.649","0.000:0.000:-0.800","-22.000:0.000:-1.962","0.000:0.000:0.800","4.200:0.000:-1.947","0.000:0.000:-0.800","8.400:0.000:3.746","0.000:0.000:0.800","0.000:0.000:10.987","0.000:0.000:-1.300","20.000:0.000:3.902","0.000:0.000:-1.300",98.226,"Degraded",0.000,1,"NavigateToSource:Forward"
63.6742,9,9,627,1.0512,7.3292,1.2732,1.9313,180,0,"",-0.0105,-0.0308,-0.0313,0.0409,-0.0303,-0.0217,0.0140,0.0316,0.6735,1.5210,12.1181,-50.2940,-20.8725,1.0972,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.590|H2:-4.200:0.000:-10.730|H3:-22.000:0.000:-1.880|H4:4.200:0.000:-2.029|H5:8.400:0.000:3.828","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:10.854|F2:20.000:0.000:3.770","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.590","0.000:0.000:-0.800","-4.200:0.000:-10.730","0.000:0.000:-0.800","-22.000:0.000:-1.880","0.000:0.000:0.800","4.200:0.000:-2.029","0.000:0.000:-0.800","8.400:0.000:3.828","0.000:0.000:0.800","0.000:0.000:10.854","0.000:0.000:-1.300","20.000:0.000:3.770","0.000:0.000:-1.300",98.223,"Degraded",0.000,1,"NavigateToSource:Forward"
63.7765,9,9,628,1.1694,7.2129,1.3725,1.8908,180,0,"",0.0678,0.0420,0.0091,-0.0416,0.0006,-0.0298,0.0347,0.0012,1.6074,0.0551,12.0667,-50.1626,-24.9956,0.8313,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.672|H2:-4.200:0.000:-10.812|H3:-22.000:0.000:-1.798|H4:4.200:0.000:-2.111|H5:8.400:0.000:3.910","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:10.721|F2:20.000:0.000:3.637","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.672","0.000:0.000:-0.800","-4.200:0.000:-10.812","0.000:0.000:-0.800","-22.000:0.000:-1.798","0.000:0.000:0.800","4.200:0.000:-2.111","0.000:0.000:-0.800","8.400:0.000:3.910","0.000:0.000:0.800","0.000:0.000:10.721","0.000:0.000:-1.300","20.000:0.000:3.637","0.000:0.000:-1.300",98.221,"Degraded",0.000,1,"NavigateToSource:Forward"
63.8766,9,9,629,1.1707,7.0346,1.1954,1.8520,180,0,"",0.0685,-0.0108,0.0155,-0.0121,-0.0093,-0.0097,0.0340,0.0270,1.5371,1.2187,12.0157,-50.0611,-27.8562,1.3779,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.752|H2:-4.200:0.000:-10.892|H3:-22.000:0.000:-1.718|H4:4.200:0.000:-2.191|H5:8.400:0.000:3.990","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:10.591|F2:20.000:0.000:3.507","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.752","0.000:0.000:-0.800","-4.200:0.000:-10.892","0.000:0.000:-0.800","-22.000:0.000:-1.718","0.000:0.000:0.800","4.200:0.000:-2.191","0.000:0.000:-0.800","8.400:0.000:3.990","0.000:0.000:0.800","0.000:0.000:10.591","0.000:0.000:-1.300","20.000:0.000:3.507","0.000:0.000:-1.300",98.219,"Degraded",0.000,1,"NavigateToSource:Forward"
63.9776,9,9,630,1.2227,6.9114,1.3606,1.7422,180,0,"",-0.0283,0.0338,-0.0592,0.0181,-0.0044,-0.0098,0.0277,0.0312,1.3662,1.5389,11.9339,-49.9116,-29.0251,1.4525,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.833|H2:-4.200:0.000:-10.973|H3:-22.000:0.000:-1.638|H4:4.200:0.000:-2.272|H5:8.400:0.000:4.070","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:10.460|F2:20.000:0.000:3.376","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.833","0.000:0.000:-0.800","-4.200:0.000:-10.973","0.000:0.000:-0.800","-22.000:0.000:-1.638","0.000:0.000:0.800","4.200:0.000:-2.272","0.000:0.000:-0.800","8.400:0.000:4.070","0.000:0.000:0.800","0.000:0.000:10.460","0.000:0.000:-1.300","20.000:0.000:3.376","0.000:0.000:-1.300",98.217,"Degraded",0.000,1,"NavigateToSource:Forward"
64.0805,9,9,631,1.2416,6.7293,1.3440,1.7892,180,0,"",0.0791,0.0032,0.0972,-0.0060,-0.0291,0.0166,0.0332,0.0270,1.5279,1.2407,11.8695,-49.7732,-23.9449,1.3843,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.915|H2:-4.200:0.000:-11.055|H3:-22.000:0.000:-1.555|H4:4.200:0.000:-2.354|H5:8.400:0.000:4.153","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:10.326|F2:20.000:0.000:3.242","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.915","0.000:0.000:-0.800","-4.200:0.000:-11.055","0.000:0.000:-0.800","-22.000:0.000:-1.555","0.000:0.000:0.800","4.200:0.000:-2.354","0.000:0.000:-0.800","8.400:0.000:4.153","0.000:0.000:0.800","0.000:0.000:10.326","0.000:0.000:-1.300","20.000:0.000:3.242","0.000:0.000:-1.300",98.215,"Degraded",0.000,1,"NavigateToSource:Forward"
64.1835,9,9,632,1.2664,6.6124,1.3575,1.6246,180,0,"",0.0412,0.0281,-0.0312,-0.0314,0.0028,-0.0303,0.0333,0.0267,1.4732,1.1825,11.8303,-49.6730,-21.9517,1.3279,False,True,"Parcel_2","-10.150:1.150:-13.500","R1","PD1",3.000,False,False,True,True,True,True,"H1:-8.400:0.000:-8.998|H2:-4.200:0.000:-11.138|H3:-22.000:0.000:-1.473|H4:4.200:0.000:-2.436|H5:8.400:0.000:4.235","H1:0.000:0.000:-0.800|H2:0.000:0.000:-0.800|H3:0.000:0.000:0.800|H4:0.000:0.000:-0.800|H5:0.000:0.000:0.800","F1:0.000:0.000:10.192|F2:20.000:0.000:3.108","F1:0.000:0.000:-1.300|F2:0.000:0.000:-1.300","-8.400:0.000:-8.998","0.000:0.000:-0.800","-4.200:0.000:-11.138","0.000:0.000:-0.800","-22.000:0.000:-1.473","0.000:0.000:0.800","4.200:0.000:-2.436","0.000:0.000:-0.800","8.400:0.000:4.235","0.000:0.000:0.800","0.000:0.000:10.192","0.000:0.000:-1.300","20.000:0.000:3.108","0.000:0.000:-1.300",98.213,"Degraded",0.000,1,"NavigateToSource:Forward"
