timestamp,scenario_id,episode_id,step_id,robot_x,robot_y,robot_z,robot_yaw,robot_linear_velocity,robot_angular_velocity,goal_x,goal_y,goal_z,distance_to_goal,number_of_dynamic_objects,obstacle_positions,obstacle_velocities,human_positions,human_velocities,forklift_positions,forklift_velocities,collision,goal_reached,navigation_status,warehouse_length,warehouse_width,aisle_width,scenario_type
19.0170,18,8,187,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:0.888","0.000:0.000:-1.200","-4.000:0.000:3.118","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.1184,18,8,188,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:0.767","0.000:0.000:-1.200","-4.000:0.000:2.916","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.2197,18,8,189,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:0.645","0.000:0.000:-1.200","-4.000:0.000:2.713","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.3273,18,8,190,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:0.516","0.000:0.000:-1.200","-4.000:0.000:2.498","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.4305,18,8,191,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:0.392","0.000:0.000:-1.200","-4.000:0.000:2.291","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.5309,18,8,192,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:0.271","0.000:0.000:-1.200","-4.000:0.000:2.091","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.6324,18,8,193,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:0.150","0.000:0.000:-1.200","-4.000:0.000:1.888","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.7326,18,8,194,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:0.029","0.000:0.000:-1.200","-4.000:0.000:1.687","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.8334,18,8,195,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-0.092","0.000:0.000:-1.200","-4.000:0.000:1.485","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
19.9336,18,8,196,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-0.212","0.000:0.000:-1.200","-4.000:0.000:1.285","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.0341,18,8,197,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-0.332","0.000:0.000:-1.200","-4.000:0.000:1.084","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.1348,18,8,198,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-0.453","0.000:0.000:-1.200","-4.000:0.000:0.883","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.2372,18,8,199,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-0.576","0.000:0.000:-1.200","-4.000:0.000:0.678","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.3392,18,8,200,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-0.699","0.000:0.000:-1.200","-4.000:0.000:0.474","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.4414,18,8,201,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-0.821","0.000:0.000:-1.200","-4.000:0.000:0.270","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.5432,18,8,202,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-0.943","0.000:0.000:-1.200","-4.000:0.000:0.066","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.6439,18,8,203,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-1.064","0.000:0.000:-1.200","-4.000:0.000:-0.135","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.7468,18,8,204,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-1.188","0.000:0.000:-1.200","-4.000:0.000:-0.341","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.8470,18,8,205,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-1.308","0.000:0.000:-1.200","-4.000:0.000:-0.542","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
20.9496,18,8,206,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-1.431","0.000:0.000:-1.200","-4.000:0.000:-0.747","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.0520,18,8,207,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-1.554","0.000:0.000:-1.200","-4.000:0.000:-0.952","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.1539,18,8,208,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-1.676","0.000:0.000:-1.200","-4.000:0.000:-1.155","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.2544,18,8,209,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-1.797","0.000:0.000:-1.200","-4.000:0.000:-1.356","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.3562,18,8,210,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-1.919","0.000:0.000:-1.200","-4.000:0.000:-1.560","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.4563,18,8,211,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-2.039","0.000:0.000:-1.200","-4.000:0.000:-1.760","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.5604,18,8,212,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-2.164","0.000:0.000:-1.200","-4.000:0.000:-1.968","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.6631,18,8,213,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-2.287","0.000:0.000:-1.200","-4.000:0.000:-2.174","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.7638,18,8,214,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-2.408","0.000:0.000:-1.200","-4.000:0.000:-2.375","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.8640,18,8,215,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-2.528","0.000:0.000:-1.200","-4.000:0.000:-2.576","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
21.9656,18,8,216,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-2.650","0.000:0.000:-1.200","-4.000:0.000:-2.779","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.0672,18,8,217,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-2.772","0.000:0.000:-1.200","-4.000:0.000:-2.982","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.1684,18,8,218,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-2.894","0.000:0.000:-1.200","-4.000:0.000:-3.185","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.2705,18,8,219,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.016","0.000:0.000:-1.200","-4.000:0.000:-3.389","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.3741,18,8,220,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.140","0.000:0.000:-1.200","-4.000:0.000:-3.596","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.4749,18,8,221,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.261","0.000:0.000:-1.200","-4.000:0.000:-3.797","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.5752,18,8,222,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.382","0.000:0.000:-1.200","-4.000:0.000:-3.998","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.6773,18,8,223,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.504","0.000:0.000:-1.200","-4.000:0.000:-4.202","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.7801,18,8,224,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.628","0.000:0.000:-1.200","-4.000:0.000:-4.408","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.8817,18,8,225,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.749","0.000:0.000:-1.200","-4.000:0.000:-4.611","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
22.9836,18,8,226,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.872","0.000:0.000:-1.200","-4.000:0.000:-4.815","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.0850,18,8,227,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-3.993","0.000:0.000:-1.200","-4.000:0.000:-5.018","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.1885,18,8,228,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-4.118","0.000:0.000:-1.200","-4.000:0.000:-5.225","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.2904,18,8,229,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-4.240","0.000:0.000:-1.200","-4.000:0.000:-5.428","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.3910,18,8,230,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-4.361","0.000:0.000:-1.200","-4.000:0.000:-5.630","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.4911,18,8,231,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-4.481","0.000:0.000:-1.200","-4.000:0.000:-5.830","0.000:0.000:-2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.5925,18,8,232,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-4.602","0.000:0.000:-1.200","-4.000:0.000:-5.679","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.6931,18,8,233,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-4.723","0.000:0.000:-1.200","-4.000:0.000:-5.478","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.7962,18,8,234,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-4.847","0.000:0.000:-1.200","-4.000:0.000:-5.272","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.8982,18,8,235,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-4.969","0.000:0.000:-1.200","-4.000:0.000:-5.068","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
23.9995,18,8,236,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.091","0.000:0.000:-1.200","-4.000:0.000:-4.865","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.1028,18,8,237,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.215","0.000:0.000:-1.200","-4.000:0.000:-4.659","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.2032,18,8,238,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.335","0.000:0.000:-1.200","-4.000:0.000:-4.458","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.3034,18,8,239,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.456","0.000:0.000:-1.200","-4.000:0.000:-4.257","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.4042,18,8,240,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.577","0.000:0.000:-1.200","-4.000:0.000:-4.056","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.5051,18,8,241,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.698","0.000:0.000:-1.200","-4.000:0.000:-3.854","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.6083,18,8,242,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.821","0.000:0.000:-1.200","-4.000:0.000:-3.647","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.7115,18,8,243,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.945","0.000:0.000:-1.200","-4.000:0.000:-3.441","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.8121,18,8,244,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.066","0.000:0.000:-1.200","-4.000:0.000:-3.240","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
24.9137,18,8,245,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.188","0.000:0.000:-1.200","-4.000:0.000:-3.037","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.0158,18,8,246,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.310","0.000:0.000:-1.200","-4.000:0.000:-2.832","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.1193,18,8,247,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.435","0.000:0.000:-1.200","-4.000:0.000:-2.625","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.2213,18,8,248,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.557","0.000:0.000:-1.200","-4.000:0.000:-2.421","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.3228,18,8,249,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.679","0.000:0.000:-1.200","-4.000:0.000:-2.218","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.4230,18,8,250,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.799","0.000:0.000:-1.200","-4.000:0.000:-2.018","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.5237,18,8,251,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.920","0.000:0.000:-1.200","-4.000:0.000:-1.817","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.6243,18,8,252,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.041","0.000:0.000:-1.200","-4.000:0.000:-1.615","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.7261,18,8,253,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.163","0.000:0.000:-1.200","-4.000:0.000:-1.412","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.8266,18,8,254,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.283","0.000:0.000:-1.200","-4.000:0.000:-1.211","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
25.9281,18,8,255,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.405","0.000:0.000:-1.200","-4.000:0.000:-1.008","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.0304,18,8,256,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.528","0.000:0.000:-1.200","-4.000:0.000:-0.803","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.1308,18,8,257,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.648","0.000:0.000:-1.200","-4.000:0.000:-0.602","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.2310,18,8,258,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.769","0.000:0.000:-1.200","-4.000:0.000:-0.402","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.3312,18,8,259,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.823","0.000:0.000:1.200","-4.000:0.000:-0.202","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.4342,18,8,260,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.699","0.000:0.000:1.200","-4.000:0.000:0.004","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.5369,18,8,261,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.576","0.000:0.000:1.200","-4.000:0.000:0.210","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.6382,18,8,262,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.454","0.000:0.000:1.200","-4.000:0.000:0.412","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.7387,18,8,263,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.334","0.000:0.000:1.200","-4.000:0.000:0.613","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.8417,18,8,264,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.210","0.000:0.000:1.200","-4.000:0.000:0.819","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
26.9445,18,8,265,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-7.087","0.000:0.000:1.200","-4.000:0.000:1.025","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.0467,18,8,266,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.964","0.000:0.000:1.200","-4.000:0.000:1.229","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.1494,18,8,267,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.841","0.000:0.000:1.200","-4.000:0.000:1.435","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.2519,18,8,268,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.718","0.000:0.000:1.200","-4.000:0.000:1.640","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.3553,18,8,269,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.594","0.000:0.000:1.200","-4.000:0.000:1.847","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.4587,18,8,270,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.470","0.000:0.000:1.200","-4.000:0.000:2.053","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.5605,18,8,271,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.348","0.000:0.000:1.200","-4.000:0.000:2.257","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.6629,18,8,272,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.225","0.000:0.000:1.200","-4.000:0.000:2.462","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.7650,18,8,273,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-6.102","0.000:0.000:1.200","-4.000:0.000:2.666","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.8660,18,8,274,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.981","0.000:0.000:1.200","-4.000:0.000:2.868","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
27.9677,18,8,275,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.859","0.000:0.000:1.200","-4.000:0.000:3.071","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
28.0685,18,8,276,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.738","0.000:0.000:1.200","-4.000:0.000:3.273","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
28.1702,18,8,277,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.616","0.000:0.000:1.200","-4.000:0.000:3.476","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
28.2708,18,8,278,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.495","0.000:0.000:1.200","-4.000:0.000:3.678","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
28.3709,18,8,279,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.375","0.000:0.000:1.200","-4.000:0.000:3.878","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
28.4718,18,8,280,-11.7780,0.0500,7.6420,29.8432,0.0000,0.0000,-8.4000,0.0000,13.5000,6.7624,2,"","","2.000:0.000:-5.254","0.000:0.000:1.200","-4.000:0.000:4.080","0.000:0.000:2.000",False,False,Stopped,60.00,40.00,3.00,StressTest
