timestamp,scenario_id,episode_id,step_id,lidar_min_distance,lidar_front_distance,lidar_left_distance,lidar_right_distance,lidar_measurement_count,camera_detection_count,camera_detected_objects,ax,ay,az,gx,gy,gz,left_wheel_distance,right_wheel_distance,left_wheel_velocity,right_wheel_velocity,estimated_x,estimated_y,estimated_yaw,estimated_velocity,missing_sensor_flag,sensor_dropout_flag
55.8241,18,8,549,0.6509,3.0099,9.9301,0.9182,180,0,"",-0.0580,0.1006,0.0002,0.0076,-0.0142,0.0100,0.0086,-0.0047,0.3724,-0.2020,-1.8286,-9.9659,-81.0028,0.0852,False,False
55.9253,18,8,550,0.6522,2.9578,9.9600,0.8706,180,0,"",-0.0200,-0.0149,0.0255,-0.0261,0.0570,0.0158,-0.0072,0.0238,-0.3133,1.0293,-1.8356,-9.9642,-77.3580,0.3580,False,False
56.0265,18,8,551,0.6243,3.0111,9.9528,0.8991,180,0,"",0.0155,-0.0565,-0.0263,-0.0240,-0.0035,-0.0004,-0.0148,-0.0003,-0.6272,-0.0117,-1.8323,-9.9655,-72.8059,-0.3194,False,False
56.1271,18,8,552,0.6476,2.9195,10.0000,0.9166,180,0,"",-0.0085,0.0016,-0.0280,-0.0161,0.0132,-0.0113,0.0079,0.0177,0.2369,0.5346,-1.8462,-9.9619,-75.9177,0.3858,False,False
56.2301,18,8,553,0.6560,2.9564,10.0000,0.9598,180,0,"",-0.0579,-0.0054,0.0427,0.0038,-0.0149,0.0301,0.0078,-0.0091,0.3554,-0.4141,-1.8501,-9.9608,-74.2342,-0.0294,False,False
56.3319,18,8,554,0.6701,2.8920,9.9974,0.8896,180,0,"",0.0220,-0.0075,0.0252,0.0160,-0.0281,-0.0137,0.0010,-0.0077,0.0466,-0.3546,-1.8396,-9.9643,-72.7474,-0.1540,False,False
56.4350,18,8,555,0.6699,3.0262,10.0000,0.8456,180,0,"",-0.0264,-0.0803,0.0755,-0.0292,0.0176,-0.0083,-0.0111,0.0029,-0.5463,0.1431,-1.8359,-9.9653,-70.0656,-0.2016,False,False
56.5360,18,8,556,0.6354,3.0889,10.0000,0.9130,180,0,"",-0.0700,-0.0775,0.0869,0.0119,0.0072,-0.0662,-0.0200,0.0090,-0.9062,0.4059,-1.8348,-9.9663,-70.9763,-0.2501,False,False
56.6374,18,8,557,0.6746,2.9688,10.0000,0.8814,180,0,"",0.0073,0.0870,0.0039,-0.0017,0.0087,0.0007,0.0134,-0.0064,0.5886,-0.2809,-1.8326,-9.9670,-72.9093,0.1538,False,False
56.7380,18,8,558,0.6201,3.0637,9.9925,0.8571,180,0,"",0.0785,0.0689,0.0416,-0.0008,-0.0362,-0.0126,-0.0058,-0.0019,-0.2625,-0.0862,-1.8376,-9.9657,-72.7562,-0.1743,False,False
56.8399,18,8,559,0.6614,3.0193,10.0000,0.9275,180,0,"",0.0116,-0.1304,-0.0549,0.0290,-0.0279,0.0281,-0.0063,-0.0134,-0.2724,-0.5841,-1.8186,-9.9713,-74.4965,-0.4282,False,False
56.9429,18,8,560,0.6824,2.9601,10.0000,0.9270,180,0,"",-0.0782,-0.0501,0.0065,-0.0014,0.0517,0.0113,0.0049,0.0172,0.2451,0.8530,-1.8401,-9.9620,-64.4761,0.5491,False,False
57.0438,18,8,561,0.6978,2.9772,10.0000,0.8749,180,0,"",-0.0097,0.0270,-0.0151,0.0010,-0.0125,0.0024,-0.0234,0.0189,-1.0251,0.8257,-1.8226,-9.9701,-60.6853,-0.0997,False,False
57.1447,18,8,562,0.6207,2.9133,9.9896,0.9367,180,0,"",0.0146,-0.0319,-0.0499,-0.0338,0.0122,0.0220,0.0011,-0.0049,0.0478,-0.2125,-1.8130,-9.9756,-55.0212,-0.0823,False,False
57.2453,18,8,563,0.6372,2.9629,10.0000,0.9035,180,0,"",0.0566,0.0100,0.0284,0.0115,-0.0096,-0.0044,-0.0050,-0.0054,-0.2229,-0.2389,-1.8182,-9.9710,-56.1502,-0.2309,False,False
57.3490,18,8,564,0.6808,2.9844,9.9225,0.8281,180,0,"",-0.0570,-0.0587,0.0650,-0.0174,0.0215,0.0176,-0.0087,0.0120,-0.3795,0.5242,-1.8170,-9.9711,-51.0606,0.0724,False,False
57.4500,18,8,565,0.6288,2.9710,9.9355,0.9063,180,0,"",-0.0215,-0.0074,-0.0256,-0.0161,0.0119,-0.0232,0.0009,-0.0048,0.0442,-0.2271,-1.8188,-9.9691,-48.0727,-0.0915,False,False
57.5508,18,8,566,0.5895,2.9295,10.0000,0.9147,180,0,"",-0.0096,0.0237,-0.0162,-0.0098,-0.0183,0.0059,-0.0233,-0.0006,-0.9921,-0.0250,-1.8095,-9.9789,-42.0872,-0.5085,False,False
57.6518,18,8,567,0.6423,2.9833,9.9644,0.9570,180,0,"",-0.0259,0.0113,0.0280,0.0152,0.0174,0.0089,-0.0091,0.0100,-0.4142,0.4546,-1.8272,-9.9571,-32.8574,0.0202,False,False
57.7548,18,8,568,0.6284,2.9857,9.9822,0.8310,180,0,"",-0.0405,0.0257,0.0289,-0.0533,0.0076,0.0241,0.0052,-0.0119,0.2417,-0.5520,-1.8314,-9.9520,-39.7967,-0.1552,False,False
57.8577,18,8,569,0.5796,2.9483,10.0000,0.8776,180,0,"",0.0565,-0.0162,-0.0468,-0.0157,0.0177,0.0056,0.0062,0.0005,0.2825,0.0215,-1.8319,-9.9513,-36.1289,0.1520,False,False
57.9582,18,8,570,0.6929,3.0015,10.0000,0.9649,180,0,"",-0.0161,0.0202,0.0129,-0.0274,0.0092,-0.0446,0.0149,0.0140,0.6820,0.6375,-1.8293,-9.9537,-34.3824,0.6598,False,False
58.0607,18,8,571,0.7010,2.9161,9.9462,0.8773,180,0,"",-0.0061,0.0659,-0.0368,0.0053,0.0079,0.0133,-0.0148,0.0045,-0.7113,0.2170,-1.8290,-9.9550,-28.1947,-0.2472,False,False
58.1631,18,8,572,0.6738,2.9698,9.9729,0.9033,180,0,"",0.1093,-0.0238,0.0245,0.0517,0.0215,-0.0098,0.0255,-0.0074,1.2396,-0.3577,-1.8408,-9.9364,-37.1034,0.4410,False,False
58.2632,18,8,573,0.6709,2.9684,10.0000,0.8823,180,0,"",-0.0340,-0.0059,-0.1081,-0.0437,-0.0282,-0.0391,0.0116,-0.0080,0.5434,-0.3767,-1.8405,-9.9365,-31.8206,0.0834,False,False
58.3648,18,8,574,0.6585,2.9186,10.0000,0.9171,180,0,"",0.0807,0.0316,0.0638,-0.0039,0.0077,-0.0130,0.0191,0.0147,0.8734,0.6731,-1.8392,-9.9389,-27.7048,0.7732,False,False
58.4934,18,8,575,0.6751,2.9465,10.0000,0.9179,180,0,"",0.0747,-0.0273,-0.0091,-0.0265,-0.0235,0.0211,0.0102,0.0026,0.1609,0.0406,-1.8420,-9.9345,-31.8311,0.1008,False,False
58.5984,18,8,576,0.6763,2.9681,10.0000,0.8127,180,0,"",0.0692,-0.0640,0.0664,0.0085,-0.0071,-0.0236,-0.0068,0.0043,-0.2398,0.1500,-1.8476,-9.9258,-31.3439,-0.0449,False,False
58.6995,18,8,577,0.6781,2.9564,10.0000,0.8590,180,0,"",-0.0815,-0.0489,-0.0085,0.0316,0.0036,-0.0312,0.0136,0.0204,0.4675,0.7041,-1.8558,-9.9104,-28.4483,0.5858,False,False
58.7999,18,8,578,0.6663,3.0339,10.0000,0.8838,180,0,"",-0.0473,-0.0098,0.0256,-0.0137,-0.0115,0.0075,-0.0101,0.0037,-0.5031,0.1848,-1.8416,-9.9347,-27.8426,-0.1592,False,False
58.9012,18,8,579,0.6566,2.9294,10.0000,0.9296,180,0,"",-0.0316,0.0642,-0.0572,0.0090,0.0004,-0.0011,0.0113,-0.0019,0.5250,-0.0864,-1.8446,-9.9295,-28.9328,0.2193,False,False
